ds,P,PrA,T,UR,VV
2022-06-12,0.0,1015.7625,9.570833333333333,62.916666666666664,2.1333333333333333
2022-06-13,0.0,1018.8333333333334,12.225,73.375,0.9458333333333332
2022-06-14,0.0,1016.1416666666668,13.925,85.41666666666667,0.9
2022-06-15,0.2,1013.7416666666668,13.795833333333334,81.41666666666667,0.8583333333333334
2022-06-16,0.0,1009.7833333333332,14.891666666666666,79.66666666666667,0.6541666666666667
2022-06-17,36.2,1000.9291666666668,16.641666666666666,89.04166666666667,1.25
2022-06-18,0.4,1013.1791666666668,10.6875,74.45833333333333,1.9416666666666669
2022-06-19,0.0,1016.0041666666666,9.229166666666666,77.125,0.6583333333333333
2022-06-20,0.2,1013.475,11.804166666666667,81.95833333333333,0.8208333333333333
2022-06-21,5.2,1008.6791666666668,13.15,93.125,1.0458333333333334
2022-06-22,7.6,1006.75,14.391666666666666,95.29166666666669,1.0791666666666666
2022-06-23,2.6,1009.1416666666668,14.375,96.5,0.9083333333333332
2022-06-24,3.4,1013.0416666666666,14.516666666666666,95.83333333333331,0.8624999999999999
2022-06-25,1.2,1020.0458333333332,12.658333333333331,86.20833333333333,1.225
2022-06-26,0.0,1019.7125,10.691666666666668,84.25,1.1083333333333334
2022-06-27,0.0,1013.7478260869566,13.22608695652174,88.69565217391305,0.7391304347826086
2022-06-28,1.8,1008.1166666666668,16.991666666666667,85.875,0.7583333333333333
2022-06-29,9.4,1010.1869565217391,12.169565217391304,83.52173913043478,2.0826086956521737
2022-06-30,0.0,1012.7304347826088,11.213043478260868,83.26086956521739,0.9478260869565218
2022-07-01,0.2,1010.9458333333332,12.941666666666668,79.625,1.2375
2022-07-02,0.0,1006.275,17.604166666666668,75.125,1.2416666666666667
2022-07-03,1.0,1014.6166666666668,13.9625,87.875,1.55
2022-07-04,3.8,1011.375,17.104166666666668,92.625,0.9666666666666668
2022-07-05,0.0,1008.9333333333334,16.945833333333333,91.95833333333331,1.2583333333333333
2022-07-06,0.0,1008.725,17.316666666666666,88.54166666666667,1.0208333333333333
2022-07-07,0.0,1007.9791666666666,18.67083333333333,79.625,0.8708333333333332
2022-07-08,5.2,1017.5458333333332,14.258333333333333,84.875,1.4666666666666668
2022-07-09,0.0,1013.2166666666668,18.0,78.875,1.2708333333333333
2022-07-10,0.0,1007.75,19.245833333333337,80.08333333333333,0.7625000000000001
2022-07-11,0.0,999.2833333333332,23.104166666666668,63.625,1.5083333333333335
2022-07-12,25.4,1008.025,13.7875,78.83333333333333,2.375
2022-07-13,0.0,1016.7333333333332,11.375,78.54166666666667,1.2
2022-07-14,31.0,1010.9375,13.716666666666669,91.375,1.0166666666666666
2022-07-15,24.2,1003.375,16.825,95.75,1.1458333333333333
2022-07-16,19.2,998.3875,18.491666666666667,93.5,1.2875
2022-07-17,0.6,1013.7541666666666,11.875,74.95833333333333,2.704166666666667
2022-07-18,0.0,1018.3541666666666,10.545833333333333,83.70833333333333,0.9083333333333332
2022-07-19,0.0,1019.4083333333332,13.033333333333331,85.20833333333333,0.9
2022-07-20,0.2,1014.6333333333332,15.65,85.33333333333333,0.9041666666666668
2022-07-21,0.0,1008.5583333333334,19.408333333333335,81.66666666666667,1.1458333333333333
2022-07-22,0.0,1008.8041666666668,19.875,84.375,0.8333333333333334
2022-07-23,15.0,1010.2083333333334,19.495833333333337,89.95833333333333,1.0041666666666669
2022-07-24,0.0,1010.35,20.4125,83.79166666666667,0.6833333333333332
2022-07-25,0.0,1012.7041666666668,20.3625,83.75,0.925
2022-07-26,0.0,1014.2958333333332,18.566666666666663,88.0,1.125
2022-07-27,0.0,1010.7695652173912,18.917391304347827,83.52173913043478,0.7000000000000001
2022-07-28,14.0,1002.6695652173912,18.4,88.91304347826087,0.917391304347826
2022-07-29,10.4,1008.4545454545456,12.259090909090908,79.86363636363636,2.5863636363636364
2022-07-30,0.0,1013.75,11.7375,82.0,1.0291666666666666
2022-07-31,0.0,1012.9434782608696,13.07391304347826,82.43478260869566,1.0
2022-08-01,0.2,1011.55,13.708333333333334,88.04166666666667,0.7625000000000001
2022-08-02,0.4,1012.6708333333332,14.004166666666668,87.79166666666667,1.1833333333333331
2022-08-03,1.0,1009.4416666666666,17.929166666666667,84.375,1.4875
2022-08-04,9.2,1001.7333333333332,18.504166666666663,85.58333333333333,1.5708333333333335
2022-08-05,10.2,1009.5083333333332,14.379166666666668,82.875,1.8708333333333331
2022-08-06,0.0,1014.7625,11.3,80.70833333333333,1.3541666666666667
2022-08-07,0.0,1011.7541666666666,14.041666666666666,83.54166666666667,1.8166666666666669
2022-08-08,3.0,1014.7083333333334,14.3,90.66666666666669,2.4916666666666667
2022-08-09,15.8,1017.7166666666668,13.325,93.79166666666669,2.1750000000000003
2022-08-10,10.4,1017.475,13.554166666666667,84.16666666666667,1.6291666666666669
2022-08-11,0.6000000000000001,1018.9333333333334,13.791666666666666,87.41666666666667,1.0583333333333331
2022-08-12,0.0,1016.5916666666668,15.9125,77.0,1.1791666666666667
2022-08-13,0.0,1014.35,16.895833333333332,72.95833333333333,0.9666666666666668
2022-08-14,0.0,1011.0958333333332,17.766666666666666,78.41666666666667,0.7958333333333334
2022-08-15,23.0,1000.3958333333334,18.0375,90.66666666666669,1.4708333333333332
2022-08-16,10.4,1004.6875,15.208333333333334,85.45833333333333,1.2583333333333333
2022-08-17,0.0,1003.8833333333332,16.483333333333334,82.875,0.9
2022-08-18,6.6,1006.7,13.741666666666667,80.875,1.8625
2022-08-19,0.0,1024.1541666666667,9.466666666666669,64.375,1.5458333333333334
2022-08-20,0.0,1025.3958333333333,10.583333333333334,68.29166666666667,1.3041666666666667
2022-08-21,0.0,1021.55,12.683333333333332,75.41666666666667,0.9458333333333332
2022-08-22,0.0,1019.6541666666668,13.254166666666668,83.25,1.1125
2022-08-23,0.0,1017.5125,16.3875,78.08333333333333,1.0291666666666666
2022-08-24,0.0,1014.7375,18.1625,74.70833333333333,0.925
2022-08-25,0.0,1013.2833333333332,20.6625,67.875,1.0291666666666666
2022-08-26,0.0,1012.1958333333332,21.0375,69.58333333333333,1.075
2022-08-27,0.0,1006.5833333333334,22.6625,60.958333333333336,1.5333333333333332
2022-08-28,12.8,1017.925,13.225,70.45833333333333,1.9208333333333336
2022-08-29,0.0,1027.0791666666669,10.5,65.125,1.5375
2022-08-30,0.0,1023.5875,12.3625,78.83333333333333,1.5375
2022-08-31,0.0,1016.725,15.85,66.54166666666667,1.0043478260869565
2022-09-01,0.0,1008.6208333333334,18.345833333333335,69.70833333333333,1.1083333333333334
2022-09-02,11.8,1007.675,16.704166666666666,84.5,1.4791666666666667
2022-09-03,0.0,1018.825,12.270833333333334,68.54166666666667,1.6625
2022-09-04,0.0,1021.3708333333334,11.4125,78.45833333333333,1.1166666666666667
2022-09-05,0.0,1019.5583333333334,14.733333333333334,76.83333333333333,1.5291666666666668
2022-09-06,0.2,1016.9,17.125,79.91666666666667,1.0583333333333331
2022-09-07,0.2,1009.15,19.579166666666666,74.08333333333333,1.1875
2022-09-08,0.0,1004.2,20.225,71.79166666666667,1.1208333333333331
2022-09-09,19.4,999.9208333333332,22.366666666666664,76.91666666666667,1.4666666666666668
2022-09-10,1.0,1014.5541666666668,12.608333333333334,67.91666666666667,2.2583333333333333
2022-09-11,0.0,1016.0416666666666,12.3625,75.0,1.2666666666666668
2022-09-12,0.0,1009.0416666666666,15.604166666666666,75.04166666666667,1.325
2022-09-13,0.0,1008.0458333333332,17.554166666666667,77.91666666666667,1.1375
2022-09-14,0.2,1013.775,16.462500000000002,80.25,1.4916666666666665
2022-09-15,3.6,1017.325,16.620833333333334,84.29166666666667,1.6083333333333334
2022-09-16,0.2,1018.8375,17.008333333333333,75.95833333333333,2.275
2022-09-17,0.0,1017.725,17.366666666666667,71.20833333333333,2.1333333333333333
2022-09-18,0.0,1012.1083333333332,17.654166666666665,65.625,1.65
2022-09-19,7.6,1007.8375,17.058333333333334,81.08333333333333,1.2541666666666669
2022-09-20,13.8,1008.2416666666668,17.525000000000002,84.625,1.3166666666666669
2022-09-21,0.4,1008.2875,16.337500000000002,84.29166666666667,1.5041666666666669
2022-09-22,8.0,1005.075,15.654166666666669,85.79166666666667,2.125
2022-09-23,0.2,1011.975,13.129166666666668,66.54166666666667,2.6458333333333335
2022-09-24,0.0,1015.5541666666668,14.054166666666667,67.125,1.35
2022-09-25,0.0,1011.6916666666666,16.616666666666667,77.70833333333333,1.6958333333333335
2022-09-26,0.0,1008.5791666666668,19.683333333333337,75.04166666666667,1.0
2022-09-27,0.0,1011.425,19.454166666666666,71.83333333333333,1.2541666666666669
2022-09-28,0.0,1018.4541666666668,17.2,74.45833333333333,2.033333333333333
2022-09-29,0.0,1019.0958333333332,15.979166666666666,71.04166666666667,2.0749999999999997
2022-09-30,6.6000000000000005,1015.4,16.9875,75.20833333333333,1.6958333333333335
2022-10-01,0.2,1013.3541666666666,17.258333333333333,85.66666666666667,1.025
2022-10-02,0.2,1015.0625,16.679166666666667,82.16666666666667,1.1208333333333331
2022-10-03,0.0,1013.2791666666668,16.191666666666666,81.04166666666667,1.2375
2022-10-04,0.0,1011.1458333333334,15.05,72.45833333333333,1.2
2022-10-05,0.0,1009.0791666666668,17.383333333333333,70.20833333333333,2.095833333333333
2022-10-06,12.2,1001.725,18.3375,87.625,1.1625
2022-10-07,5.0,1000.7,19.225,75.125,2.3291666666666666
2022-10-08,0.0,1003.6791666666668,19.991666666666667,62.708333333333336,1.4375
2022-10-09,0.2,1011.5666666666666,14.520833333333334,65.20833333333333,1.5333333333333332
2022-10-10,0.8,1017.6458333333334,13.233333333333334,68.0,1.9875
2022-10-11,7.8,1010.625,16.191666666666666,92.29166666666669,1.4666666666666668
2022-10-12,3.2,1009.225,17.475,89.33333333333333,1.0083333333333333
2022-10-13,0.0,1010.3625,19.033333333333335,79.04166666666667,1.1625
2022-10-14,0.0,1019.6708333333332,17.0125,73.25,2.6333333333333333
2022-10-15,0.0,1020.4304347826086,17.41304347826087,73.3913043478261,2.973913043478261
2022-10-16,1.6,1012.2875,19.766666666666666,80.41666666666667,1.5291666666666668
2022-10-17,0.0,1012.3681818181816,18.913636363636364,76.54545454545455,1.4571428571428573
2022-10-18,0.0,1014.9416666666666,19.2,83.08333333333333,2.5
2022-10-19,0.0,1011.2833333333332,20.4625,81.20833333333333,1.8791666666666669
2022-10-20,0.0,1004.9916666666668,19.929166666666667,83.95833333333333,1.5416666666666667
2022-10-21,0.6000000000000001,1000.2916666666666,21.670833333333334,80.95833333333333,1.6458333333333333
2022-10-22,0.6,1009.0833333333334,19.833333333333332,74.5,1.2291666666666667
2022-10-23,0.0,1011.325,18.920833333333334,76.54166666666667,1.5083333333333335
2022-10-24,0.0,1013.2333333333332,18.8,74.875,1.3291666666666666
2022-10-25,0.0,1010.7416666666668,20.054166666666667,72.125,1.8333333333333333
2022-10-26,9.0,1003.125,23.441666666666663,67.91666666666667,1.5583333333333331
2022-10-27,2.0,1002.9083333333332,23.204166666666666,65.66666666666667,2.1708333333333334
2022-10-28,0.0,1005.5291666666668,23.054166666666664,53.083333333333336,1.0875
2022-10-29,0.0,1001.0916666666668,24.4875,65.75,1.775
2022-10-30,0.0,995.9916666666668,26.916666666666668,56.541666666666664,2.1875
2022-10-31,52.8,1007.7375,16.091666666666665,92.33333333333331,2.225
2022-11-01,0.0,1021.1625,13.958333333333334,62.291666666666664,2.0083333333333333
2022-11-02,0.0,1024.025,15.120833333333332,62.416666666666664,1.2708333333333333
2022-11-03,0.0,1021.0916666666668,16.170833333333334,62.291666666666664,1.2333333333333334
2022-11-04,0.0,1018.4458333333332,17.645833333333332,67.04166666666667,1.7125
2022-11-05,0.2,1016.525,18.333333333333332,70.75,2.1083333333333334
2022-11-06,0.8,1017.5625,18.5125,70.54166666666667,2.3375
2022-11-07,9.6,1017.3125,16.879166666666666,81.83333333333333,1.7958333333333334
2022-11-08,0.8,1014.6739130434784,16.565217391304348,85.30434782608695,1.443478260869565
2022-11-09,1.2,1011.8625,17.583333333333332,81.66666666666667,1.2541666666666669
2022-11-10,0.0,1010.0478260869564,19.656521739130437,75.17391304347827,1.443478260869565
2022-11-11,0.0,1008.325,20.675,77.66666666666667,1.6541666666666668
2022-11-12,0.0,1005.8291666666668,23.40833333333333,74.25,1.2708333333333333
2022-11-13,3.6,1001.8916666666668,22.766666666666666,83.625,1.125
2022-11-14,14.6,999.3833333333332,23.1125,77.125,1.8958333333333333
2022-11-15,0.0,1005.9043478260868,22.778260869565216,53.69565217391305,2.3304347826086955
2022-11-16,0.0,1011.125,23.395833333333332,51.583333333333336,1.0708333333333333
2022-11-17,0.0,1012.3666666666668,22.829166666666666,50.291666666666664,1.1708333333333334
2022-11-18,0.0,1011.25,22.9875,65.54166666666667,1.6333333333333335
2022-11-19,0.0,1008.65,23.8375,62.0,1.7208333333333332
2022-11-20,0.0,1006.2166666666668,24.679166666666664,62.5,1.4791666666666667
2022-11-21,0.0,1004.568181818182,24.98636363636364,69.0909090909091,1.5909090909090908
2022-11-22,20.6,1005.4,21.3,87.04166666666667,1.0666666666666669
2022-11-23,0.0,1007.047619047619,21.847619047619048,74.0952380952381,1.119047619047619
2022-11-24,0.0,1008.7083333333334,21.791666666666668,69.70833333333333,1.4333333333333331
2022-11-25,0.0,1012.0375,21.854166666666668,65.41666666666667,1.75
2022-11-26,0.2,1013.2347826086956,22.786956521739132,74.56521739130434,2.0478260869565217
2022-11-27,0.0,1012.8291666666668,23.958333333333332,75.04166666666667,3.1125000000000003
2022-11-28,0.6,1009.7833333333332,22.7875,76.08333333333333,2.65
2022-11-29,0.0,1004.8416666666668,23.34583333333333,75.75,2.5875
2022-11-30,0.0,1001.3916666666668,24.2625,74.375,2.245833333333333
2022-12-01,0.4,999.7333333333332,25.85,74.125,1.6666666666666667
2022-12-02,0.0,1002.4416666666666,27.09583333333333,71.20833333333333,1.5583333333333331
2022-12-03,2.2,1004.7458333333334,25.5375,80.95833333333333,1.2583333333333333
2022-12-04,5.0,1002.9045454545457,25.15909090909091,84.22727272727273,1.1409090909090909
2022-12-05,0.2,1005.7708333333334,24.741666666666664,81.25,1.5
2022-12-06,0.0,1007.575,24.225,78.54166666666667,1.75
2022-12-07,0.0,1006.9583333333334,24.6,69.375,1.6041666666666667
2022-12-08,0.0,1002.0875,25.8375,65.25,1.6791666666666665
2022-12-09,0.0,1002.0521739130436,26.426086956521736,67.6086956521739,1.5782608695652172
2022-12-10,0.0,1002.6916666666666,26.1,75.83333333333333,1.3625
2022-12-11,0.0,1003.15,27.108333333333334,71.375,1.6416666666666666
2022-12-12,19.2,997.3458333333332,25.25,78.20833333333333,1.7708333333333333
2022-12-13,2.4,1004.0416666666666,21.25,68.25,1.4416666666666669
2022-12-14,0.0,1007.1916666666666,22.195833333333336,59.75,1.35
2022-12-15,0.0,1004.6708333333332,24.15833333333333,62.0,1.7375
2022-12-16,0.0,1005.5041666666666,22.97083333333333,65.375,2.0
2022-12-17,0.0,1006.3833333333332,21.475,61.75,2.004166666666667
2022-12-18,0.0,1008.6043478260872,21.169565217391305,73.08695652173913,2.347826086956522
2022-12-19,7.4,1010.0625,20.270833333333332,82.125,3.016666666666667
2022-12-20,0.0,1008.9958333333334,22.854166666666668,72.41666666666667,2.375
2022-12-21,0.0,1010.0833333333334,23.2,69.16666666666667,2.404166666666667
2022-12-22,0.0,1009.6,23.09166666666667,66.5,2.3874999999999997
2022-12-23,0.0,1006.9083333333332,24.266666666666666,63.416666666666664,1.7166666666666668
2022-12-24,0.0,1005.825,25.820833333333336,59.416666666666664,1.6625
2022-12-25,0.0,1007.1333333333332,24.608333333333334,70.58333333333333,1.5041666666666669
2022-12-26,0.0,1008.0166666666668,22.295833333333334,77.875,1.4583333333333333
2022-12-27,0.0,1007.2708333333334,22.929166666666664,61.0,1.6208333333333331
2022-12-28,26.8,1003.6208333333334,21.525,77.16666666666667,1.5458333333333334
2022-12-29,0.0,1006.4083333333332,23.266666666666666,62.166666666666664,1.3791666666666669
2022-12-30,0.0,1008.6208333333334,23.9125,55.708333333333336,1.3833333333333335
2022-12-31,0.0,1006.9043478260868,27.41304347826087,57.391304347826086,1.4782608695652173
2023-01-01,0.0,1005.375,28.145833333333332,58.041666666666664,1.525
