Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Number of Passengers_MAPE,Number of Passengers_MAE,Number of Passengers_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Fixed Cut 60.0%,150,94,224,59.893048128342244,N/A,5.58755898475647,5.58755898475647,0.1049450846357404,0.09019650023477803,0.011356200821680538,0.1049450846357404,0.09019650023477803,0.011356200821680538
Fixed Cut 65.0%,131,94,243,64.97326203208557,N/A,7.155560731887817,7.155560731887817,0.10482219965886751,0.08915837691610054,0.011526383214990148,0.10482219965886751,0.08915837691610054,0.011526383214990148
Fixed Cut 70.0%,113,94,261,69.78609625668449,N/A,5.261279106140137,5.261279106140137,0.10440894440263405,0.08833452328605806,0.011410233387516318,0.10440894440263405,0.08833452328605806,0.011410233387516318
Fixed Cut 75.0%,94,94,280,74.8663101604278,N/A,3.3061439990997314,3.3061439990997314,0.10914183554532485,0.09483059296825966,0.012381904849120594,0.10914183554532485,0.09483059296825966,0.012381904849120594
Fixed Cut 80.0%,75,94,299,79.94652406417111,N/A,3.5405759811401367,3.5405759811401367,0.11441684480675575,0.09962080810536045,0.014231811060256087,0.11441684480675575,0.09962080810536045,0.014231811060256087
Fixed Cut 85.0%,57,94,317,84.75935828877004,N/A,2.9626879692077637,2.9626879692077637,0.10719873950175896,0.09277138608260731,0.012012192569197524,0.10719873950175896,0.09277138608260731,0.012012192569197524
Fixed Cut 90.0%,38,94,336,89.83957219251337,N/A,2.9101309776306152,2.9101309776306152,0.11708960148618422,0.10200415052490805,0.015041565939140212,0.11708960148618422,0.10200415052490805,0.015041565939140212
Window L1,269,94,105,28.07486631016043,0.009003877639770508,6.320114374160767,6.329118251800537,0.10319686939869624,0.08620002263876327,0.010724307897774362,0.10319686939869624,0.08620002263876327,0.010724307897774362
Window L2,264,94,110,29.411764705882355,0.004897117614746094,5.723941802978516,5.728838920593262,0.10262288249420695,0.08570442783033824,0.010569825125244951,0.10262288249420695,0.08570442783033824,0.010569825125244951
Window Normal,264,94,110,29.411764705882355,0.008599042892456055,3.571937084197998,3.580536127090454,0.10757892711443837,0.09051472725880531,0.012258877971692924,0.10757892711443837,0.09051472725880531,0.012258877971692924
Window RBF,264,94,110,29.411764705882355,0.0054819583892822266,3.688016891479492,3.6934988498687744,0.10981413612730809,0.09223379008291097,0.012927768770680246,0.10981413612730809,0.09223379008291097,0.012927768770680246
Window Cosine,0,94,374,100.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Window Linear,0,94,374,100.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Window Clinear,254,94,120,32.0855614973262,0.00421595573425293,3.964299201965332,3.968515157699585,0.10743313172557456,0.09014368382609593,0.011791348578045738,0.10743313172557456,0.09014368382609593,0.011791348578045738
Window Rank,264,94,110,29.411764705882355,0.00515294075012207,4.2058398723602295,4.210992813110352,0.10897418829208895,0.0937522211954122,0.01237530260085963,0.10897418829208895,0.0937522211954122,0.01237530260085963
Window Mahalanobis,264,94,110,29.411764705882355,0.0033130645751953125,4.11266303062439,4.115976095199585,0.10955464858317157,0.09324798302838389,0.012693325407019304,0.10955464858317157,0.09324798302838389,0.012693325407019304
Window AR,264,94,110,29.411764705882355,0.00757288932800293,5.807449817657471,5.815022706985474,0.10313976480431879,0.08740906787319175,0.010533889458545932,0.10313976480431879,0.08740906787319175,0.010533889458545932
Window Mean,211,94,163,43.58288770053476,0.048236846923828125,3.7094950675964355,3.7577319145202637,0.10902713563466036,0.091430506270165,0.012652536363155916,0.10902713563466036,0.091430506270165,0.012652536363155916
Window Median,264,94,110,29.411764705882355,0.048236846923828125,4.312690019607544,4.360926866531372,0.10988460735047233,0.09372303265567557,0.012535053544817529,0.10988460735047233,0.09372303265567557,0.012535053544817529
Binary Segmentation L1,289,94,85,22.727272727272727,0.017838001251220703,6.7676732540130615,6.785511255264282,0.10172865327376288,0.08610461405628458,0.010124359301099754,0.10172865327376288,0.08610461405628458,0.010124359301099754
Binary Segmentation L2,284,94,90,24.06417112299465,0.01138925552368164,5.977613210678101,5.989002466201782,0.1036362295055734,0.08769888604541722,0.01084220439329947,0.1036362295055734,0.08769888604541722,0.01084220439329947
Binary Segmentation Normal,289,94,85,22.727272727272727,0.013874292373657227,4.859309911727905,4.8731842041015625,0.10778918882797973,0.09216572984631251,0.01208314063940825,0.10778918882797973,0.09216572984631251,0.01208314063940825
Binary Segmentation RBF,289,94,85,22.727272727272727,0.015395164489746094,5.2442357540130615,5.259630918502808,0.10768986560683415,0.09153174127404932,0.012217727617877563,0.10768986560683415,0.09153174127404932,0.012217727617877563
Binary Segmentation Cosine,9,94,365,97.59358288770053,0.016785860061645508,4.314208984375,4.3309948444366455,0.2001446514674956,0.18603210790046648,0.04432343774660581,0.2001446514674956,0.18603210790046648,0.04432343774660581
Binary Segmentation Linear,9,94,365,97.59358288770053,0.00933384895324707,4.630235195159912,4.639569044113159,0.18996259227399118,0.1763949586481294,0.04010106850094795,0.18996259227399118,0.1763949586481294,0.04010106850094795
Binary Segmentation Clinear,259,94,115,30.74866310160428,0.007591962814331055,6.452116966247559,6.45970892906189,0.10527033345508985,0.08939986558513496,0.011222318309238333,0.10527033345508985,0.08939986558513496,0.011222318309238333
Binary Segmentation Rank,264,94,110,29.411764705882355,0.008427858352661133,7.885791063308716,7.894218921661377,0.1028295993333676,0.08752436227529314,0.010551903914329416,0.1028295993333676,0.08752436227529314,0.010551903914329416
Binary Segmentation Mahalanobis,284,94,90,24.06417112299465,0.011682987213134766,4.175912857055664,4.187595844268799,0.11005973764501671,0.09320311024819328,0.012665433470482433,0.11005973764501671,0.09320311024819328,0.012665433470482433
Binary Segmentation AR,144,94,230,61.49732620320856,0.014552116394042969,8.059616088867188,8.07416820526123,0.10208973656309267,0.08637549713457554,0.010461954136527075,0.10208973656309267,0.08637549713457554,0.010461954136527075
Binary Segmentation Mean,212,94,162,43.31550802139038,0.12687134742736816,3.1073310375213623,3.2342023849487305,0.1073846186259412,0.09093220408072426,0.012226262648927403,0.1073846186259412,0.09093220408072426,0.012226262648927403
Binary Segmentation Median,274,94,100,26.737967914438503,0.12687134742736816,4.534020185470581,4.660891532897949,0.11316037281002651,0.09767457526093802,0.01372356174569511,0.11316037281002651,0.09767457526093802,0.01372356174569511
Bottom Up L1,264,94,110,29.411764705882355,0.007882118225097656,3.7071521282196045,3.715034246444702,0.1150858005130458,0.09449875548784492,0.013903200919537704,0.1150858005130458,0.09449875548784492,0.013903200919537704
Bottom Up L2,264,94,110,29.411764705882355,0.0046961307525634766,5.248449087142944,5.253145217895508,0.10452516814955343,0.08744342824563513,0.010995783821393887,0.10452516814955343,0.08744342824563513,0.010995783821393887
Bottom Up Normal,264,94,110,29.411764705882355,0.009945154190063477,5.665764093399048,5.675709247589111,0.10591012150802541,0.0889693076654902,0.0115473394307261,0.10591012150802541,0.0889693076654902,0.0115473394307261
Bottom Up RBF,264,94,110,29.411764705882355,0.005307197570800781,3.7171146869659424,3.722421884536743,0.11149183444768612,0.09553598816116868,0.013170733510195144,0.11149183444768612,0.09553598816116868,0.013170733510195144
Bottom Up Cosine,14,94,360,96.2566844919786,0.003790140151977539,3.079569101333618,3.0833592414855957,0.18032906170382915,0.1673931324600026,0.03624017709202763,0.18032906170382915,0.1673931324600026,0.03624017709202763
Bottom Up Linear,14,94,360,96.2566844919786,0.004316806793212891,3.1827189922332764,3.1870357990264893,0.19377511538054407,0.17989973711002416,0.041464971175169764,0.19377511538054407,0.17989973711002416,0.041464971175169764
Bottom Up Clinear,239,94,135,36.096256684491976,0.003993988037109375,4.629881143569946,4.633875131607056,0.10824386503582868,0.09292582266381634,0.012140438183344742,0.10824386503582868,0.09292582266381634,0.012140438183344742
Bottom Up Rank,264,94,110,29.411764705882355,0.005182981491088867,3.760385036468506,3.7655680179595947,0.1070827971523528,0.08798214108207596,0.011705465183871836,0.1070827971523528,0.08798214108207596,0.011705465183871836
Bottom Up Mahalanobis,264,94,110,29.411764705882355,0.0035970211029052734,3.745635747909546,3.749232769012451,0.113898818277879,0.09828360387436835,0.013937696845184913,0.113898818277879,0.09828360387436835,0.013937696845184913
Bottom Up AR,84,94,290,77.54010695187165,0.006784200668334961,3.2080090045928955,3.2147932052612305,0.11188885019985376,0.09763277592114816,0.013252989075803408,0.11188885019985376,0.09763277592114816,0.013252989075803408
Bottom Up Mean,194,94,180,48.1283422459893,0.0554957389831543,6.757361173629761,6.812856912612915,0.10327385921193917,0.08569830906857319,0.010753229850155447,0.10327385921193917,0.08569830906857319,0.010753229850155447
Bottom Up Median,264,94,110,29.411764705882355,0.0554957389831543,8.268070936203003,8.323566675186157,0.10057825346444907,0.08512498294474494,0.009832291850319813,0.10057825346444907,0.08512498294474494,0.009832291850319813
