Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Line 170_MAPE,Line 170_MAE,Line 170_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Binary Segmentation L2,199,97,185,48.17708333333333,0.008054971694946289,3.065886974334717,3.073941946029663,0.15671900904710193,0.054815771022518923,0.017203699295104718,0.15671900904710193,0.054815771022518923,0.017203699295104718
Binary Segmentation Normal,9,97,375,97.65625,0.014911890029907227,3.2128326892852783,3.2277445793151855,0.17608527039020627,0.07338590804735821,0.024543379802725536,0.17608527039020627,0.07338590804735821,0.024543379802725536
Binary Segmentation RBF,199,97,185,48.17708333333333,0.016487836837768555,2.764744997024536,2.7812328338623047,0.19140650972167567,0.07321175686244306,0.019739951983033636,0.19140650972167567,0.07321175686244306,0.019739951983033636
Binary Segmentation Cosine,9,97,375,97.65625,0.01597881317138672,3.8737239837646484,3.889702796936035,0.1730061512612163,0.0704555072784424,0.024372380474871003,0.1730061512612163,0.0704555072784424,0.024372380474871003
Binary Segmentation Linear,9,97,375,97.65625,0.008019208908081055,3.7344441413879395,3.7424633502960205,0.18571065216415622,0.07080085616641577,0.027421700083057627,0.18571065216415622,0.07080085616641577,0.027421700083057627
Binary Segmentation Clinear,159,97,225,58.59375,0.006965160369873047,14.979175806045532,14.986140966415405,0.059410012325165,0.0319883293804081,0.003880550610472763,0.059410012325165,0.0319883293804081,0.003880550610472763
Binary Segmentation Rank,109,97,275,71.61458333333334,0.009979963302612305,2.911884069442749,2.9218640327453613,0.15780662084469527,0.049550645675695726,0.016595304590341305,0.15780662084469527,0.049550645675695726,0.016595304590341305
Binary Segmentation Mahalanobis,199,97,185,48.17708333333333,0.010748147964477539,2.924697160720825,2.9354453086853027,0.1664768036905209,0.06931016592458747,0.015140772448602874,0.1664768036905209,0.06931016592458747,0.015140772448602874
Binary Segmentation AR,24,97,360,93.75,0.015543937683105469,2.6626977920532227,2.678241729736328,0.17156955624719875,0.05868134052320844,0.02128155555883974,0.17156955624719875,0.05868134052320844,0.02128155555883974
Binary Segmentation Mean,103,97,281,73.17708333333334,0.12397193908691406,2.1083099842071533,2.2322819232940674,0.281898569989137,0.13695644885149694,0.03537997815466213,0.281898569989137,0.13695644885149694,0.03537997815466213
Binary Segmentation Median,109,97,275,71.61458333333334,0.12397193908691406,2.4688971042633057,2.5928690433502197,0.15152539462735617,0.05857770295663812,0.013768361788985516,0.15152539462735617,0.05857770295663812,0.013768361788985516
Bottom Up L1,114,97,270,70.3125,0.007256984710693359,2.8413009643554688,2.848557949066162,0.221347353759848,0.0845567130722762,0.02290404962856831,0.221347353759848,0.0845567130722762,0.02290404962856831
Bottom Up L2,194,97,190,49.47916666666667,0.0054051876068115234,12.390761137008667,12.396166324615479,0.05150908857737952,0.023489974330668253,0.0038715140617099734,0.05150908857737952,0.023489974330668253,0.0038715140617099734
Bottom Up Normal,209,97,175,45.57291666666667,0.007303953170776367,11.137235164642334,11.14453911781311,0.05746639346656261,0.031274904287866244,0.003926367436580788,0.05746639346656261,0.031274904287866244,0.003926367436580788
Bottom Up RBF,194,97,190,49.47916666666667,0.006865024566650391,2.742154121398926,2.749019145965576,0.1884896907848037,0.08407161117056777,0.017674429993683852,0.1884896907848037,0.08407161117056777,0.017674429993683852
Bottom Up Cosine,14,97,370,96.35416666666666,0.0040950775146484375,2.9228668212890625,2.926961898803711,0.16504085193928847,0.06487367747902742,0.02212880399698237,0.16504085193928847,0.06487367747902742,0.02212880399698237
Bottom Up Linear,14,97,370,96.35416666666666,0.003816843032836914,2.962205171585083,2.96602201461792,0.1455062561397888,0.05867424861367127,0.019681366328206544,0.1455062561397888,0.05867424861367127,0.019681366328206544
Bottom Up Clinear,209,97,175,45.57291666666667,0.0043909549713134766,13.375577926635742,13.379968881607056,0.05020205803159549,0.02371005149865059,0.003846596202385401,0.05020205803159549,0.02371005149865059,0.003846596202385401
Bottom Up Rank,114,97,270,70.3125,0.007113933563232422,2.5898730754852295,2.596987009048462,0.2501179254127468,0.11692025127082036,0.02580220493546457,0.2501179254127468,0.11692025127082036,0.02580220493546457
Bottom Up Mahalanobis,194,97,190,49.47916666666667,0.003785848617553711,3.113100051879883,3.1168859004974365,0.17972558850532902,0.08606618097002021,0.016260482112707485,0.17972558850532902,0.08606618097002021,0.016260482112707485
Bottom Up AR,304,97,80,20.833333333333336,0.006785869598388672,16.26187014579773,16.268656015396118,0.049323162674629405,0.02373807050030807,0.003680043688270037,0.049323162674629405,0.02373807050030807,0.003680043688270037
Bottom Up Mean,156,97,228,59.375,0.05681967735290527,18.243699312210083,18.30051898956299,0.04836518666837231,0.023740067901054103,0.003842029776211049,0.04836518666837231,0.023740067901054103,0.003842029776211049
Bottom Up Median,194,97,190,49.47916666666667,0.05681967735290527,18.186523914337158,18.243343591690063,0.05462733638327876,0.028443917677777025,0.003977939015108599,0.05462733638327876,0.028443917677777025,0.003977939015108599
