Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Exchange rate_MAPE,Exchange rate_MAE,Exchange rate_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Window Rank,82,50,115,58.37563451776649,0.0026328563690185547,2.134166955947876,2.1367998123168945,0.05235169549750109,0.039186970583092756,0.002279883774913706,0.05235169549750109,0.039186970583092756,0.002279883774913706
Window Mahalanobis,82,50,115,58.37563451776649,0.0016739368438720703,2.030405044555664,2.032078981399536,0.04984951789191861,0.037052005607886795,0.002015261198648208,0.04984951789191861,0.037052005607886795,0.002015261198648208
Window AR,82,50,115,58.37563451776649,0.0031828880310058594,2.1931161880493164,2.1962990760803223,0.054411135615831885,0.04074711988330999,0.0024575773582784584,0.054411135615831885,0.04074711988330999,0.0024575773582784584
Window Mean,82,50,115,58.37563451776649,0.03326869010925293,2.452423095703125,2.485691785812378,0.05628524572473698,0.041908101606273805,0.0025067391280934642,0.05628524572473698,0.041908101606273805,0.0025067391280934642
Window Median,82,50,115,58.37563451776649,0.03326869010925293,2.1358373165130615,2.1691060066223145,0.06229702817407202,0.04664169709916082,0.0031528116541060087,0.06229702817407202,0.04664169709916082,0.0031528116541060087
Binary Segmentation L1,82,50,115,58.37563451776649,0.008122920989990234,2.1119308471679688,2.120053768157959,0.05688039433556383,0.04255416547674913,0.0026366998534976638,0.05688039433556383,0.04255416547674913,0.0026366998534976638
Binary Segmentation L2,82,50,115,58.37563451776649,0.004683971405029297,2.3979549407958984,2.4026389122009277,0.04708646858917861,0.035048337750802246,0.0018193960576172034,0.04708646858917861,0.035048337750802246,0.0018193960576172034
Binary Segmentation Normal,82,50,115,58.37563451776649,0.007057905197143555,2.2514610290527344,2.258518934249878,0.058645029254238784,0.04385810163663711,0.0027836110598532127,0.058645029254238784,0.04385810163663711,0.0027836110598532127
Binary Segmentation RBF,77,50,120,60.913705583756354,0.0035741329193115234,2.196049928665161,2.1996240615844727,0.05961818024375866,0.06077298105465761,0.005187095408486246,0.05961818024375866,0.06077298105465761,0.005187095408486246
Binary Segmentation Cosine,12,50,185,93.90862944162437,0.0032782554626464844,3.143698215484619,3.1469764709472656,0.07232242519435932,0.07507905516837542,0.00746643152853919,0.07232242519435932,0.07507905516837542,0.00746643152853919
Binary Segmentation Linear,152,50,45,22.84263959390863,0.004776954650878906,2.6933090686798096,2.6980860233306885,0.049787920711527225,0.027403717912906966,0.0011244475283695764,0.049787920711527225,0.027403717912906966,0.0011244475283695764
Binary Segmentation Clinear,107,50,90,45.68527918781726,0.0031180381774902344,2.8031938076019287,2.806311845779419,0.040188412207352205,0.022065672705506433,0.0007346680977920158,0.040188412207352205,0.022065672705506433,0.0007346680977920158
Binary Segmentation Rank,82,50,115,58.37563451776649,0.004602909088134766,2.151643991470337,2.1562469005584717,0.0596370365411375,0.04456778616322225,0.0028448800487930748,0.0596370365411375,0.04456778616322225,0.0028448800487930748
Binary Segmentation Mahalanobis,82,50,115,58.37563451776649,0.004069805145263672,2.705850839614868,2.709920644760132,0.056637327393791286,0.04249689453120362,0.0026734276821949853,0.056637327393791286,0.04249689453120362,0.0026734276821949853
Binary Segmentation AR,82,50,115,58.37563451776649,0.007660865783691406,2.5399858951568604,2.5476467609405518,0.06188641840388254,0.046132102636244406,0.002899326197972494,0.06188641840388254,0.046132102636244406,0.002899326197972494
Binary Segmentation Mean,84,50,113,57.360406091370564,0.05094575881958008,3.0974180698394775,3.1483638286590576,0.046271613268773826,0.03301648256448981,0.0015926075877070879,0.046271613268773826,0.03301648256448981,0.0015926075877070879
Binary Segmentation Median,82,50,115,58.37563451776649,0.05094575881958008,2.619986057281494,2.670931816101074,0.06204662940385626,0.046153014661814186,0.0029293141832581263,0.06204662940385626,0.046153014661814186,0.0029293141832581263
Bottom Up L1,87,50,110,55.83756345177665,0.004033088684082031,2.3974101543426514,2.4014432430267334,0.04995656097226622,0.03309480244008222,0.0016315672978291513,0.04995656097226622,0.03309480244008222,0.0016315672978291513
Bottom Up L2,87,50,110,55.83756345177665,0.002820253372192383,2.9259188175201416,2.928739070892334,0.06162308560271857,0.041273579823130964,0.0026128827365049945,0.06162308560271857,0.041273579823130964,0.0026128827365049945
Bottom Up Normal,87,50,110,55.83756345177665,0.0035958290100097656,2.6131651401519775,2.6167609691619873,0.05744874553746631,0.03836248619999184,0.0022249230359480594,0.05744874553746631,0.03836248619999184,0.0022249230359480594
Bottom Up RBF,87,50,110,55.83756345177665,0.0023169517517089844,2.3276829719543457,2.3299999237060547,0.0520466101742184,0.03453235575047364,0.0017744796669902712,0.0520466101742184,0.03453235575047364,0.0017744796669902712
Bottom Up Cosine,12,50,185,93.90862944162437,0.0017900466918945312,2.6940529346466064,2.695842981338501,0.06964169204956643,0.07224036316862949,0.007041609025469747,0.06964169204956643,0.07224036316862949,0.007041609025469747
Bottom Up Linear,137,50,60,30.456852791878177,0.0021431446075439453,3.4262189865112305,3.4283621311187744,0.0415540013022116,0.022361842088075994,0.0007278542767066445,0.0415540013022116,0.022361842088075994,0.0007278542767066445
Bottom Up Clinear,112,50,85,43.14720812182741,0.0017290115356445312,2.991821765899658,2.9935507774353027,0.043200261943108165,0.023638750500006064,0.0008273914649338746,0.043200261943108165,0.023638750500006064,0.0008273914649338746
Bottom Up Rank,87,50,110,55.83756345177665,0.0027048587799072266,2.2310190200805664,2.2337238788604736,0.06771444830135391,0.04523435170248016,0.0030573269541886044,0.06771444830135391,0.04523435170248016,0.0030573269541886044
Bottom Up Mahalanobis,87,50,110,55.83756345177665,0.001672983169555664,2.523137092590332,2.5248100757598877,0.05243319689701267,0.03489438024065403,0.0018268755843733225,0.05243319689701267,0.03489438024065403,0.0018268755843733225
Bottom Up AR,87,50,110,55.83756345177665,0.0031099319458007812,2.178727865219116,2.181837797164917,0.05017711692927979,0.033294426883133554,0.001662948907025528,0.05017711692927979,0.033294426883133554,0.001662948907025528
Bottom Up Mean,87,50,110,55.83756345177665,0.025916099548339844,2.232771873474121,2.258687973022461,0.0556383167609107,0.03690560280921573,0.0019894734798097187,0.0556383167609107,0.03690560280921573,0.0019894734798097187
Bottom Up Median,87,50,110,55.83756345177665,0.025916099548339844,2.4750781059265137,2.5009942054748535,0.06281198417599608,0.042056113959281265,0.0027035668766710883,0.06281198417599608,0.042056113959281265,0.0027035668766710883
