Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,V1_MAPE,V1_MAE,V1_MSE,V2_MAPE,V2_MAE,V2_MSE,V3_MAPE,V3_MAE,V3_MSE,V4_MAPE,V4_MAE,V4_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Window L1,307,102,100,24.57002457002457,0.0260009765625,4.223242998123169,4.249243974685669,0.036356850683846885,0.0329030655670195,0.0017314607835691247,0.2255940073532384,0.24280237492834686,0.06341904502331079,247212322263773.3,0.279994914387955,0.13369732177500773,0.3223812267464865,0.4560614136675584,0.4685948902844557,61803080565943.45,0.25294044213771993,0.16686067946658584
Window L2,312,102,95,23.34152334152334,0.005795955657958984,3.7068657875061035,3.7126617431640625,0.0752671380327835,0.0678283703981758,0.005346664791352904,0.2902316023997529,0.31437707982637797,0.10872014699476695,244961338204246.53,0.2764590391412419,0.13181982805204318,0.2994739266209729,0.4154639776388563,0.38472583166875063,61240334551061.805,0.268532116751163,0.1576531178767283
Window Normal,137,102,270,66.33906633906635,0.015892982482910156,2.889036178588867,2.9049291610717773,0.0973095379280161,0.10115907601597292,0.02439396730924673,0.11423437617575787,0.12464855408693594,0.019147915871771528,235186290478285.22,0.7039067632214782,1.1003349055754825,0.3667133691288443,1.0421607020281978,2.4143262132067256,58796572619571.45,0.4929687738381461,0.8895507504908065
Window RBF,217,102,190,46.68304668304668,0.0077250003814697266,3.242347002029419,3.2500720024108887,0.09646422731943469,0.08731599931375787,0.010367427961344981,0.11098681677638143,0.11608672727631496,0.02035946750958338,330441387058963.2,0.45781356793528133,0.3854043509806332,0.3171082893420672,0.9146353498442414,1.9237054605988357,82610346764740.92,0.3939629110923988,0.5849591767625995
Window Cosine,222,102,185,45.45454545454545,0.004199028015136719,4.185251951217651,4.189450979232788,0.19404061138180617,0.17866868983479733,0.05344576321472268,0.2087264982105547,0.22694607251641416,0.06233938833927909,143099415199399.38,0.4058382029521995,0.359827912690878,0.2999955722330446,0.7605557617929617,1.3319567711519293,35774853799850.02,0.3930021817740933,0.45189245884920226
Window Linear,282,102,125,30.71253071253071,0.0072231292724609375,3.3045737743377686,3.3117969036102295,0.014760987073911743,0.01335414609107268,0.00044281831260166123,0.16592912761726486,0.17735538200400797,0.03337879073726036,415484705378347.44,0.320473554241583,0.14708776300405274,0.2870107855010724,0.4095569281960287,0.38403143743260465,103871176344586.98,0.23018500263317315,0.14123520237162987
Window Clinear,287,102,120,29.484029484029485,0.005322933197021484,4.48738694190979,4.4927098751068115,0.06754556277446994,0.0613214829587861,0.005348165260901743,0.20068949591746613,0.2157682277661604,0.04866121602257566,360010833610256.44,0.2816457378054178,0.11762233394149477,0.26646036958680747,0.3731160120320614,0.3144368103114462,90002708402564.23,0.2329628651406065,0.12151713138410458
Window Rank,127,102,280,68.7960687960688,0.012228727340698242,3.1473209857940674,3.1595497131347656,0.07611255508016383,0.07840098154606459,0.0111001021329437,0.09014059493659242,0.09770977121930352,0.012385283067087962,198354435072259.03,0.5603741367859144,0.6849644381612807,0.359469956277465,1.0221695805106388,2.3224936945018566,49588608768064.89,0.43966361751548017,0.7577358794657925
Window Mahalanobis,122,102,285,70.02457002457002,0.003604888916015625,3.764991044998169,3.7685959339141846,0.03670410350940818,0.0367384055883503,0.0032447476903370324,0.0712638514059516,0.07648676634481388,0.007279140812612338,194487325989963.84,0.638487601695874,0.916948476174589,0.35669464933137773,1.0080547516912424,2.238923661548028,48621831497491.07,0.4399418813300702,0.7915990065563914
Window AR,197,102,210,51.5970515970516,0.008312225341796875,2.9760849475860596,2.9843971729278564,0.0419962928031748,0.038084389295901785,0.0031480363159680775,0.19530205090883265,0.21067146596228242,0.04939011416089455,404829719781634.94,0.42852479461819526,0.3172052588184751,0.2586506130352681,0.7443078742543393,1.269802945514985,101207429945408.89,0.35539713103267967,0.40988658870258077
Window Mean,221,102,186,45.7002457002457,0.09630584716796875,4.830695152282715,4.927000999450684,0.053759146755785935,0.04980696638434249,0.005332795134546642,0.11343990075217213,0.12044281812173095,0.01777115417579047,217819946688598.53,0.43393577579647896,0.3832907670426259,0.33354671995687973,0.8615918314897508,1.6596217773143223,54454986672149.766,0.3664443479480757,0.5165041234168218
Window Median,220,102,187,45.94594594594595,0.09630584716796875,3.3720662593841553,3.468372106552124,0.24859697447255297,0.2292480448857341,0.09865374627198649,0.16421487814147884,0.17903725818656416,0.0382040386842097,173357371498582.56,0.487711208894494,0.521959895717917,0.2757726660933664,0.7723345617920844,1.4011747515100224,43339342874645.81,0.4170827684397192,0.5149981080460342
Binary Segmentation L1,217,102,190,46.68304668304668,0.01924300193786621,3.057030200958252,3.076273202896118,0.04742904120411827,0.04262696766261232,0.002443217381661177,0.17322874052317871,0.18750888768067905,0.038548602624337056,175263252728347.28,0.48022406918088667,0.5029545474762845,0.3094717875060208,0.8828059254570301,1.7644932840238157,43815813182086.95,0.398291462495302,0.5771099128765247
Binary Segmentation L2,222,102,185,45.45454545454545,0.009115219116210938,3.972513198852539,3.98162841796875,0.07764897411356347,0.0711679279175002,0.009207414785762251,0.15511682389231302,0.16750805032953256,0.03073181573360024,211194746828778.75,0.4133655465280912,0.3471605790682278,0.31727768774825754,0.7992688588998856,1.4395929196868693,52798686707194.82,0.3628275959187525,0.456673182318615
Binary Segmentation Normal,217,102,190,46.68304668304668,0.023013830184936523,3.637732744216919,3.6607465744018555,0.18838536356892602,0.1735670883117582,0.054573923027005096,0.17198996880256476,0.18409688253224318,0.038069694443297664,442874262824033.25,0.41070808383237967,0.2798516203184762,0.25702878961561015,0.7647587529045465,1.4256148438838656,110718565706008.5,0.38328270189523184,0.44952752041816113
Binary Segmentation RBF,222,102,185,45.45454545454545,0.013598918914794922,3.308306932449341,3.3219058513641357,0.04502633819933158,0.040828929399044346,0.002461351688662683,0.10336448361699668,0.10995330590746297,0.017380310467483118,211841677867159.25,0.48634004584311463,0.4993762959520981,0.284533071858835,0.724908688998494,1.2288267915013444,52960419466789.92,0.3405077425370291,0.43701118740239703
Binary Segmentation Cosine,147,102,260,63.882063882063875,0.011923074722290039,2.810987949371338,2.822911024093628,0.02460843142862983,0.023421990282037404,0.0006350606413609389,0.12723882642428078,0.13823439825233638,0.022643804308955396,135367345798823.45,0.6501628443343836,0.9922216917178094,0.3035923605451885,0.8753635934694444,1.745653040953452,33841836449705.977,0.42179570658455035,0.6902883994053944
Binary Segmentation Linear,222,102,185,45.45454545454545,0.011600971221923828,4.147878885269165,4.159479856491089,0.02872057477997082,0.02585472320798705,0.0007849958480817867,0.2084927894252022,0.22624073624683474,0.05699065149291624,265947382151836.6,0.45874441053565207,0.4141918672563386,0.3337811496230372,0.8374580259978808,1.5694625073600976,66486845537959.305,0.3870744739970887,0.5103575054893584
Binary Segmentation Clinear,122,102,285,70.02457002457002,0.01848006248474121,3.1512131690979004,3.1696932315826416,0.08830565272427966,0.09122518902300217,0.01796438332215771,0.09058439464694697,0.09687555210045021,0.01087028441556603,592294508632818.9,0.5743967090460683,0.565446284163461,0.26931154874103114,0.7562820742607399,1.2906184446229336,148073627158204.8,0.3796948811075652,0.4712248491310296
Binary Segmentation Rank,127,102,280,68.7960687960688,0.01823711395263672,3.4394538402557373,3.457690954208374,0.06442260558590257,0.06586763056832579,0.006542809717795355,0.06609652789676172,0.06880508847450127,0.006041957907893733,167507184359144.1,0.6132470049003215,0.8569857626756793,0.2965400749964362,0.8470140545381664,1.62240123881758,41876796089786.125,0.3987334446203285,0.6229929422797373
Binary Segmentation Mahalanobis,127,102,280,68.7960687960688,0.014595985412597656,3.515713930130005,3.5303099155426025,0.056392599898018585,0.05769966908375764,0.005291463894453552,0.08839793358592123,0.09717554263307525,0.013416311099733508,208631634851128.94,0.5734686599820721,0.7173406884067197,0.32186551500877053,0.9194388973369081,1.9033489182696839,52157908712782.35,0.4119456922589533,0.659849345417648
Binary Segmentation AR,222,102,185,45.45454545454545,0.018791913986206055,3.5394082069396973,3.5582001209259033,0.10863902320492004,0.09935281726596414,0.015069449433661902,0.11470763706892766,0.12280410069449228,0.01901004047509397,163878736207613.66,0.46417242674101933,0.4712122106111407,0.344741143218001,0.8724492037575532,1.7291511084547593,40969684051903.555,0.3896946371147574,0.5586107022436642
Binary Segmentation Mean,185,102,222,54.54545454545454,0.1586000919342041,5.416254758834839,5.574854850769043,0.05689561277384438,0.052446091939568784,0.005134673253217796,0.1859168408072826,0.20225621430569993,0.05201238919336608,233854317719164.25,0.42378640503518483,0.3566425806533051,0.34675212448091874,0.9907830868949855,2.200650525573999,58463579429791.22,0.41731794954385965,0.6536100421684721
Binary Segmentation Median,217,102,190,46.68304668304668,0.1586000919342041,3.7755279541015625,3.9341280460357666,0.09463339788602207,0.08641429686334481,0.01164680205396177,0.08297448087083692,0.08797843844858001,0.011041420412430747,189566698516437.2,0.4553090285239624,0.43999932074978343,0.28712640982963467,0.8436942971217075,1.681232139484098,47391674629109.42,0.3683490152393987,0.5359799206750686
Bottom Up L1,322,102,85,20.884520884520885,0.010982275009155273,3.6598620414733887,3.670844316482544,0.06575339411463788,0.058424171678404545,0.004243213987436687,0.25580900543557517,0.27619096134910875,0.08220681997105453,216225043607854.1,0.271926692776543,0.1335429112369845,0.28670182055664023,0.34506962649301004,0.2614977454601652,54056260901963.67,0.23790286307426653,0.12037267266391019
Bottom Up L2,217,102,190,46.68304668304668,0.005151033401489258,4.162445783615112,4.167596817016602,0.1882388318637327,0.1732686030947104,0.053464956523210726,0.08949225797605213,0.0965741439566047,0.012478711712309751,269572364925251.72,0.4726299552466897,0.44126616025492826,0.2798065441382593,0.8107911694769415,1.5229059158242193,67393091231313.07,0.3883159679437366,0.5075289360786672
Bottom Up Normal,217,102,190,46.68304668304668,0.010411977767944336,3.942192792892456,3.9526047706604004,0.09101667823749823,0.08342503609468617,0.011840111986177857,0.17450806110673683,0.19053880446908142,0.04354152065744295,343312168888772.94,0.4034004394086941,0.2918379533130785,0.3161784524471781,0.9096824281349657,1.878504556545403,85828042222193.39,0.3967616770268568,0.5564310356255255
Bottom Up RBF,152,102,255,62.65356265356266,0.006053924560546875,3.1688408851623535,3.1748948097229004,0.167127291742783,0.15624161205628065,0.039459969045389454,0.17983391162989304,0.1976001455403963,0.055073137762392005,51612438478675.91,0.5859734250406564,0.8503748109195056,0.2835954229505477,0.8179687141450499,1.5337701089673876,12903109619669.133,0.4394459741955957,0.6196695066736686
Bottom Up Cosine,232,102,175,42.997542997543,0.0036191940307617188,3.297510862350464,3.3011300563812256,0.08012003788871747,0.07451253119186425,0.012699331761487603,0.16391047927411412,0.17725758646736442,0.03398286178019452,194516368763677.94,0.3201823068622041,0.20128920901430408,0.2872304279906588,0.41512490876370983,0.40023470657194116,48629092190919.62,0.24676933332128567,0.16205152728198188
Bottom Up Linear,177,102,230,56.51105651105651,0.005712985992431641,2.9593029022216797,2.9650158882141113,0.07362778482861343,0.06799516372368493,0.008502824181639843,0.13527969047242058,0.14877204124516766,0.030518051776896652,185781861899167.28,0.44172336132945794,0.41228470894724223,0.28397780457621397,0.8205376672170503,1.5497850653777017,46445465474791.95,0.36975705837884015,0.5002726625708701
Bottom Up Clinear,307,102,100,24.57002457002457,0.00489497184753418,3.758765935897827,3.7636609077453613,0.0764114343649648,0.06981313470502361,0.008821170700775599,0.22292623315059598,0.23946453238860976,0.060611340375874415,255057864144012.4,0.29185181375922764,0.14596565529653643,0.27842645426534324,0.39320195775373523,0.35076122280150335,63764466036003.266,0.2485828596516491,0.14153984729367247
Bottom Up Rank,142,102,265,65.1105651105651,0.011576175689697266,2.935203790664673,2.94677996635437,0.12384131171636052,0.12586106979794798,0.02937355539305782,0.06723690461166373,0.07127387597146694,0.006914387952741012,210904392381580.4,0.5477142279547949,0.6456027433000348,0.34811125717157654,0.9901338736889724,2.1842595352608383,52726098095395.25,0.4337457618532955,0.7165375554766681
Bottom Up Mahalanobis,142,102,265,65.1105651105651,0.005060911178588867,2.9902400970458984,2.9953010082244873,0.05727536246976705,0.0572394227514634,0.0047078317084451775,0.07984210314486506,0.08431606906630347,0.00969959104526627,227161770538124.56,0.725298015071371,1.1858532276400882,0.3378575415030046,0.9714777989717881,2.1426394467072085,56790442634531.26,0.4595828264652314,0.8357250242752523
Bottom Up AR,217,102,190,46.68304668304668,0.006700038909912109,3.630401134490967,3.637101173400879,0.07112598944761442,0.06436263432288726,0.0062863223690345915,0.2557238724461916,0.2785614769716995,0.09105949383666888,405562164996376.5,0.4177226244937021,0.30090371432114654,0.32309449877755536,0.9162678869430627,1.8593039566125247,101390541249094.3,0.41922865568283785,0.5643883717848439
Bottom Up Mean,213,102,194,47.665847665847664,0.07016348838806152,3.3130879402160645,3.383251428604126,0.14893214648097416,0.13691409138600344,0.03497950863755558,0.17490805774370063,0.18904590010715577,0.038301712750523416,125156857043181.47,0.48852930609375833,0.5487697766194688,0.2664263450493205,0.7762384428461854,1.4084767846351571,31289214260795.516,0.39768193510827576,0.5076319456606765
Bottom Up Median,217,102,190,46.68304668304668,0.07016348838806152,3.372868061065674,3.4430315494537354,0.05983423080829419,0.054694000425973936,0.004760064881178723,0.17575300785459108,0.19095354676319215,0.0426407056195233,320761063759441.1,0.38762144343676347,0.27432910532127286,0.25423522286653677,0.7520072601148495,1.3603081227384315,80190265939860.4,0.34631906268519475,0.42050949964010154
