Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Number of Passengers_MAPE,Number of Passengers_MAE,Number of Passengers_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Fixed Cut 50.0%,188,94,186,49.73262032085562,N/A,2.8008408546447754,2.8008408546447754,0.12613800109906628,0.11251470337562912,0.01934249873951231,0.12613800109906628,0.11251470337562912,0.01934249873951231
Fixed Cut 55.0%,169,94,205,54.81283422459893,N/A,3.254049777984619,3.254049777984619,0.13220765921345531,0.12080212968050799,0.022819942512238463,0.13220765921345531,0.12080212968050799,0.022819942512238463
Fixed Cut 60.0%,150,94,224,59.893048128342244,N/A,3.321639060974121,3.321639060974121,0.1345141087556867,0.12417808370773446,0.024301937752759413,0.1345141087556867,0.12417808370773446,0.024301937752759413
Fixed Cut 65.0%,131,94,243,64.97326203208557,N/A,3.12512469291687,3.12512469291687,0.1547045078894397,0.14472858408157033,0.03304279005794376,0.1547045078894397,0.14472858408157033,0.03304279005794376
Fixed Cut 70.0%,113,94,261,69.78609625668449,N/A,2.683784008026123,2.683784008026123,0.14256547279801218,0.13181739993828906,0.027893806839199856,0.14256547279801218,0.13181739993828906,0.027893806839199856
Fixed Cut 75.0%,94,94,280,74.8663101604278,N/A,3.114387035369873,3.114387035369873,0.12101428345202649,0.10868036249358269,0.0179909322116543,0.12101428345202649,0.10868036249358269,0.0179909322116543
Fixed Cut 80.0%,75,94,299,79.94652406417111,N/A,3.065561056137085,3.065561056137085,0.1257134542559963,0.11039843148395467,0.018396264034152347,0.1257134542559963,0.11039843148395467,0.018396264034152347
Fixed Cut 85.0%,57,94,317,84.75935828877004,N/A,2.5132479667663574,2.5132479667663574,0.1236707762127768,0.1072595727978274,0.017131185397087176,0.1236707762127768,0.1072595727978274,0.017131185397087176
Fixed Cut 90.0%,38,94,336,89.83957219251337,N/A,2.9949429035186768,2.9949429035186768,0.13553200444133978,0.12375690219201799,0.024214077010445964,0.13553200444133978,0.12375690219201799,0.024214077010445964
Window L1,54,94,320,85.56149732620321,0.010570049285888672,3.82207989692688,3.8326499462127686,0.1213964847820632,0.10621152531613168,0.016856414060142204,0.1213964847820632,0.10621152531613168,0.016856414060142204
Window L2,54,94,320,85.56149732620321,0.00479888916015625,3.3114283084869385,3.3162271976470947,0.13678258375564625,0.11813458655793375,0.02063934574557846,0.13678258375564625,0.11813458655793375,0.02063934574557846
Window Normal,54,94,320,85.56149732620321,0.008026123046875,3.6600868701934814,3.6681129932403564,0.1257112006530956,0.11126322344771103,0.019029671074177797,0.1257112006530956,0.11126322344771103,0.019029671074177797
Window RBF,54,94,320,85.56149732620321,0.004839181900024414,4.4894328117370605,4.494271993637085,0.11490605129588147,0.10157747512526946,0.015266588147526029,0.11490605129588147,0.10157747512526946,0.015266588147526029
Window Cosine,0,94,374,100.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Window Linear,0,94,374,100.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Window Clinear,64,94,310,82.88770053475936,0.004358053207397461,3.1046462059020996,3.109004259109497,0.12699920902010503,0.11369568240277433,0.019696708782061985,0.12699920902010503,0.11369568240277433,0.019696708782061985
Window Rank,54,94,320,85.56149732620321,0.006262063980102539,3.7595441341400146,3.765806198120117,0.1196902245171514,0.10484448093893502,0.016270730843198408,0.1196902245171514,0.10484448093893502,0.016270730843198408
Window Mahalanobis,54,94,320,85.56149732620321,0.003580808639526367,3.049314022064209,3.0528948307037354,0.1214670569482643,0.1065438241476475,0.017087989061567325,0.1214670569482643,0.1065438241476475,0.017087989061567325
Window AR,59,94,315,84.22459893048129,0.008013725280761719,2.983876943588257,2.9918906688690186,0.12396272099920837,0.10733402482544642,0.01633923304544873,0.12396272099920837,0.10733402482544642,0.01633923304544873
Window Mean,45,94,329,87.96791443850267,0.05044889450073242,5.611463785171509,5.661912679672241,0.12289525259275418,0.11025231851987757,0.01887013220723831,0.12289525259275418,0.11025231851987757,0.01887013220723831
Window Median,54,94,320,85.56149732620321,0.05044889450073242,3.4565839767456055,3.507032871246338,0.1256510118573433,0.11141225276132204,0.01890676263497414,0.1256510118573433,0.11141225276132204,0.01890676263497414
Binary Segmentation L1,49,94,325,86.89839572192514,0.015141010284423828,3.6997978687286377,3.7149388790130615,0.12406662750112356,0.11015024179758999,0.018460964482741492,0.12406662750112356,0.11015024179758999,0.018460964482741492
Binary Segmentation L2,49,94,325,86.89839572192514,0.007814168930053711,4.368913173675537,4.376727342605591,0.12002873448940764,0.10535241609282928,0.016376505454448912,0.12002873448940764,0.10535241609282928,0.016376505454448912
Binary Segmentation Normal,49,94,325,86.89839572192514,0.01426386833190918,3.526283025741577,3.5405468940734863,0.11954407341230275,0.10524172909370924,0.01659135551343242,0.11954407341230275,0.10524172909370924,0.01659135551343242
Binary Segmentation RBF,49,94,325,86.89839572192514,0.012835979461669922,3.516942024230957,3.529778003692627,0.12207127184355791,0.10773346719211782,0.017633873120150807,0.12207127184355791,0.10773346719211782,0.017633873120150807
Binary Segmentation Cosine,9,94,365,97.59358288770053,0.013124704360961914,3.4600918292999268,3.4732165336608887,0.20851154464053465,0.19554163033482014,0.05474457251390582,0.20851154464053465,0.19554163033482014,0.05474457251390582
Binary Segmentation Linear,9,94,365,97.59358288770053,0.00775599479675293,3.4464900493621826,3.4542460441589355,0.19893256478237997,0.18656566959235202,0.04972700409873474,0.19893256478237997,0.18656566959235202,0.04972700409873474
Binary Segmentation Clinear,364,94,10,2.6737967914438503,0.007258176803588867,3.8754451274871826,3.8827033042907715,0.21542177283788394,0.20226413745536914,0.05924667187521476,0.21542177283788394,0.20226413745536914,0.05924667187521476
Binary Segmentation Rank,59,94,315,84.22459893048129,0.007052183151245117,3.426194906234741,3.4332470893859863,0.12217606412774265,0.10854027114289296,0.01792597129400495,0.12217606412774265,0.10854027114289296,0.01792597129400495
Binary Segmentation Mahalanobis,49,94,325,86.89839572192514,0.014643192291259766,3.3286237716674805,3.3432669639587402,0.1213923953647492,0.10652111984698158,0.01709788782090033,0.1213923953647492,0.10652111984698158,0.01709788782090033
Binary Segmentation AR,49,94,325,86.89839572192514,0.012887716293334961,3.519639253616333,3.532526969909668,0.1242155630247554,0.10920919534044321,0.017784439562248462,0.1242155630247554,0.10920919534044321,0.017784439562248462
Binary Segmentation Mean,74,94,300,80.21390374331551,0.1127769947052002,3.1853060722351074,3.2980830669403076,0.13243710674336168,0.11438569774824187,0.01924844264221673,0.13243710674336168,0.11438569774824187,0.01924844264221673
Binary Segmentation Median,49,94,325,86.89839572192514,0.1127769947052002,3.8014233112335205,3.9142003059387207,0.11697733806765147,0.10248606925045081,0.014914332843853434,0.11697733806765147,0.10248606925045081,0.014914332843853434
Bottom Up L1,49,94,325,86.89839572192514,0.007239818572998047,4.259530067443848,4.266769886016846,0.12276119609941887,0.1089499739238769,0.018040338518877378,0.12276119609941887,0.1089499739238769,0.018040338518877378
Bottom Up L2,49,94,325,86.89839572192514,0.004988193511962891,3.2586727142333984,3.2636609077453613,0.12495977951864747,0.10843259993967617,0.017666405021428803,0.12495977951864747,0.10843259993967617,0.017666405021428803
Bottom Up Normal,49,94,325,86.89839572192514,0.007551908493041992,3.899425745010376,3.906977653503418,0.12033592105224804,0.10662323056325704,0.0171986175208112,0.12033592105224804,0.10662323056325704,0.0171986175208112
Bottom Up RBF,49,94,325,86.89839572192514,0.006024837493896484,3.136586904525757,3.1426117420196533,0.12871115140320766,0.11173480581553306,0.018923629060510802,0.12871115140320766,0.11173480581553306,0.018923629060510802
Bottom Up Cosine,14,94,360,96.2566844919786,0.003676891326904297,3.1749651432037354,3.1786420345306396,0.18067516994391075,0.16949897261563465,0.04248101046138019,0.18067516994391075,0.16949897261563465,0.04248101046138019
Bottom Up Linear,14,94,360,96.2566844919786,0.003751993179321289,3.0551600456237793,3.0589120388031006,0.17986583802349382,0.16879960337540642,0.04217846368808082,0.17986583802349382,0.16879960337540642,0.04217846368808082
Bottom Up Clinear,329,94,45,12.032085561497325,0.0036721229553222656,4.913384914398193,4.917057037353516,0.18662361212878686,0.17430779436840835,0.04192116314095599,0.18662361212878686,0.17430779436840835,0.04192116314095599
Bottom Up Rank,49,94,325,86.89839572192514,0.00607609748840332,3.4422168731689453,3.4482929706573486,0.12085449736950934,0.10615481128274057,0.016717152615499893,0.12085449736950934,0.10615481128274057,0.016717152615499893
Bottom Up Mahalanobis,49,94,325,86.89839572192514,0.0032927989959716797,3.141761064529419,3.1450538635253906,0.12202784475386716,0.10755107414943513,0.017638565230791065,0.12202784475386716,0.10755107414943513,0.017638565230791065
Bottom Up AR,49,94,325,86.89839572192514,0.0061550140380859375,4.078114032745361,4.084269046783447,0.1198105273151031,0.10578147487205526,0.016634198881434973,0.1198105273151031,0.10578147487205526,0.016634198881434973
Bottom Up Mean,70,94,304,81.28342245989305,0.0524296760559082,3.712249994277954,3.7646796703338623,0.12462417672821159,0.11215079018209363,0.019214896209440654,0.12462417672821159,0.11215079018209363,0.019214896209440654
Bottom Up Median,49,94,325,86.89839572192514,0.0524296760559082,3.668505907058716,3.720935583114624,0.12243459590390116,0.10786898006479183,0.017659368968579853,0.12243459590390116,0.10786898006479183,0.017659368968579853
