Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Dollars/Barrel_MAPE,Dollars/Barrel_MAE,Dollars/Barrel_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Binary Segmentation Clinear,40,100,360,90.0,0.006571054458618164,3.2070038318634033,3.2135748863220215,0.22101123891619562,0.11887075026521501,0.0180684129478114,0.22101123891619562,0.11887075026521501,0.0180684129478114
Binary Segmentation Rank,260,100,140,35.0,0.008792638778686523,4.92591404914856,4.934706687927246,0.09532774769631126,0.03564292466642694,0.0021582258003547956,0.09532774769631126,0.03564292466642694,0.0021582258003547956
Binary Segmentation Mahalanobis,245,100,155,38.75,0.012174129486083984,4.9096839427948,4.921858072280884,0.08079997452214836,0.03196803559879968,0.0015811195947613784,0.08079997452214836,0.03196803559879968,0.0015811195947613784
Binary Segmentation AR,185,100,215,53.75,0.014432907104492188,5.333833932876587,5.348266839981079,0.08925846808620735,0.03318420667765087,0.001882618357364826,0.08925846808620735,0.03318420667765087,0.001882618357364826
Binary Segmentation Mean,217,100,183,45.75,0.14159274101257324,5.319813251495361,5.461405992507935,0.09253809895886286,0.03405817466597492,0.0020089146917778543,0.09253809895886286,0.03405817466597492,0.0020089146917778543
Binary Segmentation Median,253,100,147,36.75,0.14159274101257324,7.473036050796509,7.614628791809082,0.06603362209087003,0.025627717394278715,0.0011175594041107789,0.06603362209087003,0.025627717394278715,0.0011175594041107789
Bottom Up L1,265,100,135,33.75,0.00799107551574707,12.476876020431519,12.484867095947266,0.06199072817466722,0.024452394794607188,0.0009367986417794598,0.06199072817466722,0.024452394794607188,0.0009367986417794598
Bottom Up L2,265,100,135,33.75,0.007639646530151367,6.921535968780518,6.929175615310669,0.07291895768466379,0.02826491738723117,0.001300858809608206,0.07291895768466379,0.02826491738723117,0.001300858809608206
Bottom Up Normal,290,100,110,27.500000000000004,0.00808405876159668,16.640228033065796,16.648312091827393,0.057968559853682065,0.022754278248704463,0.0008475054111993492,0.057968559853682065,0.022754278248704463,0.0008475054111993492
Bottom Up RBF,265,100,135,33.75,0.005699872970581055,4.133808135986328,4.139508008956909,0.10688174865556443,0.039003040868874864,0.002687652876479064,0.10688174865556443,0.039003040868874864,0.002687652876479064
Bottom Up Cosine,15,100,385,96.25,0.004039287567138672,3.130642890930176,3.1346821784973145,0.14003616561991614,0.12845418246836124,0.02311367864310073,0.14003616561991614,0.12845418246836124,0.02311367864310073
Bottom Up Linear,315,100,85,21.25,0.0043070316314697266,4.974715948104858,4.979022979736328,0.08422940813706142,0.03262308683498523,0.0017138026946116151,0.08422940813706142,0.03262308683498523,0.0017138026946116151
Bottom Up Clinear,40,100,360,90.0,0.004417896270751953,2.8737809658050537,2.8781988620758057,0.18308550834891824,0.09800253413076447,0.012604102569102672,0.18308550834891824,0.09800253413076447,0.012604102569102672
Bottom Up Rank,290,100,110,27.500000000000004,0.005326271057128906,10.127283096313477,10.132609367370605,0.05791799057715968,0.022740188901364682,0.0008588228192532045,0.05791799057715968,0.022740188901364682,0.0008588228192532045
Bottom Up Mahalanobis,265,100,135,33.75,0.005304098129272461,12.453104972839355,12.458409070968628,0.06108127606906721,0.02405871732753313,0.0009115126705050949,0.06108127606906721,0.02405871732753313,0.0009115126705050949
Bottom Up AR,190,100,210,52.5,0.007668018341064453,7.725837707519531,7.733505725860596,0.07137260560773222,0.02750284400193135,0.0012411817610676705,0.07137260560773222,0.02750284400193135,0.0012411817610676705
Bottom Up Mean,220,100,180,45.0,0.060477256774902344,5.856755971908569,5.917233228683472,0.09273768133567178,0.0341587567349412,0.00196323585625654,0.09273768133567178,0.0341587567349412,0.00196323585625654
Bottom Up Median,265,100,135,33.75,0.060477256774902344,6.583421945571899,6.643899202346802,0.08829884047887025,0.03296829962813392,0.0018845830155579959,0.08829884047887025,0.03296829962813392,0.0018845830155579959
