Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Population_MAPE,Population_MAE,Population_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Fixed Cut 50.0%,327,164,325,49.84662576687116,N/A,3.9524970054626465,3.9524970054626465,0.05536114982421218,0.05890200132540503,0.0035694356839316736,0.05536114982421218,0.05890200132540503,0.0035694356839316736
Fixed Cut 55.0%,294,164,358,54.90797546012271,N/A,3.2808210849761963,3.2808210849761963,0.04236383947724308,0.04514328273761471,0.0021423738324338067,0.04236383947724308,0.04514328273761471,0.0021423738324338067
Fixed Cut 60.0%,261,164,391,59.96932515337423,N/A,3.263292074203491,3.263292074203491,0.014611566116182875,0.015690510840086127,0.0003093706445987517,0.014611566116182875,0.015690510840086127,0.0003093706445987517
Fixed Cut 65.0%,229,164,423,64.87730061349694,N/A,3.4997780323028564,3.4997780323028564,0.007673319890680383,0.008166747122087559,9.030763129256144e-05,0.007673319890680383,0.008166747122087559,9.030763129256144e-05
Fixed Cut 70.0%,196,164,456,69.93865030674846,N/A,5.2096710205078125,5.2096710205078125,0.04330603191587187,0.04614693687743109,0.002238437701329941,0.04330603191587187,0.04614693687743109,0.002238437701329941
Fixed Cut 75.0%,163,164,489,75.0,N/A,3.4485158920288086,3.4485158920288086,0.04605603816971932,0.04911452875538663,0.0025675259030362185,0.04605603816971932,0.04911452875538663,0.0025675259030362185
Fixed Cut 80.0%,131,164,521,79.9079754601227,N/A,2.5925469398498535,2.5925469398498535,0.012667371078660105,0.013641620313375263,0.00025563645011191297,0.012667371078660105,0.013641620313375263,0.00025563645011191297
Fixed Cut 85.0%,98,164,554,84.96932515337423,N/A,2.303056001663208,2.303056001663208,0.027241629863907116,0.029180326679622764,0.0009987504812549977,0.027241629863907116,0.029180326679622764,0.0009987504812549977
Fixed Cut 90.0%,66,164,586,89.87730061349694,N/A,2.7147717475891113,2.7147717475891113,0.01876526254564541,0.020116224810489136,0.0004844564602274969,0.01876526254564541,0.020116224810489136,0.0004844564602274969
Window L1,167,164,485,74.38650306748467,0.018311738967895508,2.7349886894226074,2.753300428390503,0.03546306469019509,0.0377957437652582,0.0015055475688877408,0.03546306469019509,0.0377957437652582,0.0015055475688877408
Window L2,152,164,500,76.68711656441718,0.010438203811645508,2.5291950702667236,2.539633274078369,0.04865387713636411,0.05188301036835143,0.0028633183058879696,0.04865387713636411,0.05188301036835143,0.0028633183058879696
Window Normal,427,164,225,34.50920245398773,0.026396989822387695,6.961517810821533,6.987914800643921,0.00029928027200597175,0.00031580627749146846,1.6633711480882616e-07,0.00029928027200597175,0.00031580627749146846,1.6633711480882616e-07
Window RBF,157,164,495,75.920245398773,0.016013145446777344,2.293311834335327,2.3093249797821045,0.02861536408832749,0.030643838246829664,0.0010941637241517806,0.02861536408832749,0.030643838246829664,0.0010941637241517806
Window Cosine,0,164,652,100.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Window Linear,427,164,225,34.50920245398773,0.011448860168457031,5.968697786331177,5.980146646499634,0.000462252854357229,0.0004918463409240066,3.144514908976198e-07,0.000462252854357229,0.0004918463409240066,3.144514908976198e-07
Window Clinear,197,164,455,69.78527607361963,0.00850677490234375,2.8835530281066895,2.892059803009033,0.041614237424045,0.044331227158957695,0.002056498160584262,0.041614237424045,0.044331227158957695,0.002056498160584262
Window Rank,0,164,652,100.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Window Mahalanobis,152,164,500,76.68711656441718,0.011126041412353516,2.2735559940338135,2.284682035446167,0.031185402220572953,0.033314821467191266,0.0012219594137647608,0.031185402220572953,0.033314821467191266,0.0012219594137647608
Window AR,172,164,480,73.61963190184049,0.01482391357421875,2.5263113975524902,2.541135311126709,0.010783406946588926,0.011541076670906111,0.00018761042592923324,0.010783406946588926,0.011541076670906111,0.00018761042592923324
Window Mean,186,164,466,71.47239263803681,0.1170656681060791,3.595289945602417,3.712355613708496,0.05395620699728257,0.0574985966765088,0.0034777305875677896,0.05395620699728257,0.0574985966765088,0.0034777305875677896
Window Median,162,164,490,75.15337423312883,0.1170656681060791,2.919063091278076,3.0361287593841553,0.02534579093486123,0.027022293059602378,0.0007740004733173968,0.02534579093486123,0.027022293059602378,0.0007740004733173968
Binary Segmentation L1,307,164,345,52.91411042944786,0.02824115753173828,2.697550058364868,2.7257912158966064,0.04532408847724015,0.04823410816776191,0.0024004515309989207,0.04532408847724015,0.04823410816776191,0.0024004515309989207
Binary Segmentation L2,312,164,340,52.14723926380368,0.017536163330078125,2.615907669067383,2.633443832397461,0.009858708411105963,0.010275306588090803,0.000155647523066575,0.009858708411105963,0.010275306588090803,0.000155647523066575
Binary Segmentation Normal,317,164,335,51.380368098159515,0.02582406997680664,7.39966607093811,7.425490140914917,0.001766228972562134,0.001894150970001597,4.459556951250009e-06,0.001766228972562134,0.001894150970001597,4.459556951250009e-06
Binary Segmentation RBF,317,164,335,51.380368098159515,0.04409599304199219,2.8577637672424316,2.901859760284424,0.053657816411562434,0.05714014079683572,0.0033982334517878737,0.053657816411562434,0.05714014079683572,0.0033982334517878737
Binary Segmentation Cosine,12,164,640,98.15950920245399,0.05060076713562012,2.543977975845337,2.594578742980957,0.02433781173415287,0.026034657003686398,0.0007690249920410859,0.02433781173415287,0.026034657003686398,0.0007690249920410859
Binary Segmentation Linear,217,164,435,66.71779141104295,0.014509916305541992,2.542635679244995,2.557145595550537,0.031317482448299676,0.03336123829957453,0.0011641678910822336,0.031317482448299676,0.03336123829957453,0.0011641678910822336
Binary Segmentation Clinear,152,164,500,76.68711656441718,0.011022090911865234,3.111422061920166,3.1224441528320312,0.03949307515142117,0.04211190933398047,0.0018846522064957555,0.03949307515142117,0.04211190933398047,0.0018846522064957555
Binary Segmentation Rank,327,164,325,49.84662576687116,0.015825271606445312,8.322293043136597,8.338118314743042,0.0005421433202654383,0.0005785797132770738,4.3634866789515145e-07,0.0005421433202654383,0.0005785797132770738,4.3634866789515145e-07
Binary Segmentation Mahalanobis,312,164,340,52.14723926380368,0.05662083625793457,3.7841010093688965,3.840721845626831,0.03489647473280629,0.037264087038348145,0.0015160617100552526,0.03489647473280629,0.037264087038348145,0.0015160617100552526
Binary Segmentation AR,637,164,15,2.3006134969325154,0.029834985733032227,6.384886026382446,6.4147210121154785,0.00030260245202348723,0.000321912641717279,1.532572213447523e-07,0.00030260245202348723,0.000321912641717279,1.532572213447523e-07
Binary Segmentation Mean,291,164,361,55.3680981595092,0.2941112518310547,4.2656989097595215,4.559810161590576,0.011620004625137625,0.012508365746390172,0.0002324734026779867,0.011620004625137625,0.012508365746390172,0.0002324734026779867
Binary Segmentation Median,312,164,340,52.14723926380368,0.2941112518310547,3.988935947418213,4.283047199249268,0.06800185940861829,0.07238671546292579,0.0054243673557462764,0.06800185940861829,0.07238671546292579,0.0054243673557462764
Bottom Up L1,247,164,405,62.11656441717791,0.01846003532409668,2.9475479125976562,2.966007947921753,0.013303801926819655,0.014347364956512875,0.00030469751291836315,0.013303801926819655,0.014347364956512875,0.00030469751291836315
Bottom Up L2,297,164,355,54.44785276073619,0.012025833129882812,9.640927076339722,9.652952909469604,0.0008595747633055291,0.0009228077828291844,1.1433116272764759e-06,0.0008595747633055291,0.0009228077828291844,1.1433116272764759e-06
Bottom Up Normal,237,164,415,63.65030674846626,0.024986743927001953,3.694669008255005,3.719655752182007,0.028872062478630747,0.03074473448383248,0.0009833599934539552,0.028872062478630747,0.03074473448383248,0.0009833599934539552
Bottom Up RBF,177,164,475,72.85276073619632,0.02305006980895996,4.890243768692017,4.913293838500977,0.03151211575992613,0.033597290156666355,0.001196944835071717,0.03151211575992613,0.033597290156666355,0.001196944835071717
Bottom Up Cosine,12,164,640,98.15950920245399,0.013597965240478516,2.9823338985443115,2.99593186378479,0.012458555182663235,0.013435125601051673,0.0002631373352032414,0.012458555182663235,0.013435125601051673,0.0002631373352032414
Bottom Up Linear,207,164,445,68.25153374233128,0.012388944625854492,3.813042163848877,3.8254311084747314,0.05496449268438559,0.05855872868495809,0.003593487799556972,0.05496449268438559,0.05855872868495809,0.003593487799556972
Bottom Up Clinear,207,164,445,68.25153374233128,0.009968042373657227,3.558077096939087,3.568045139312744,0.044107524304325275,0.04697651811988917,0.0023014403966760753,0.044107524304325275,0.04697651811988917,0.0023014403966760753
Bottom Up Rank,287,164,365,55.98159509202454,0.01446676254272461,10.025985956192017,10.040452718734741,0.000555899016574986,0.0005939993748067345,4.5146798534399067e-07,0.000555899016574986,0.0005939993748067345,4.5146798534399067e-07
Bottom Up Mahalanobis,297,164,355,54.44785276073619,0.013427972793579102,9.272309064865112,9.285737037658691,0.0011222178829121434,0.0012021412359184017,1.7975149627269427e-06,0.0011222178829121434,0.0012021412359184017,1.7975149627269427e-06
Bottom Up AR,197,164,455,69.78527607361963,0.014887809753417969,3.0639853477478027,3.0788731575012207,0.05192872038977121,0.055342491665376685,0.0032259782939669164,0.05192872038977121,0.055342491665376685,0.0032259782939669164
Bottom Up Mean,217,164,435,66.71779141104295,0.15726017951965332,3.6410837173461914,3.7983438968658447,0.04516408786927313,0.04810892019065749,0.0024189194879066685,0.04516408786927313,0.04810892019065749,0.0024189194879066685
Bottom Up Median,222,164,430,65.95092024539878,0.15726017951965332,3.045170783996582,3.2024309635162354,0.034546444922226784,0.03682624916125682,0.001434014335826288,0.034546444922226784,0.03682624916125682,0.001434014335826288
