Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Number of Passengers_MAPE,Number of Passengers_MAE,Number of Passengers_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Window Normal,54,94,320,85.56149732620321,0.008906841278076172,3.070415735244751,3.079322576522827,0.12968418550769084,0.11145530345883622,0.018547124396430928,0.12968418550769084,0.11145530345883622,0.018547124396430928
Window RBF,54,94,320,85.56149732620321,0.005147218704223633,3.1376590728759766,3.1428062915802,0.12307348481935952,0.10879109465572213,0.017836728894073752,0.12307348481935952,0.10879109465572213,0.017836728894073752
Window Cosine,0,94,374,100.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Window Linear,0,94,374,100.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Window Clinear,64,94,310,82.88770053475936,0.0041637420654296875,3.1378109455108643,3.141974687576294,0.13160281576523836,0.11413443555127406,0.019807912629469793,0.13160281576523836,0.11413443555127406,0.019807912629469793
Window Rank,54,94,320,85.56149732620321,0.004786968231201172,3.092777967453003,3.097564935684204,0.12821869079579598,0.11337248178703388,0.019694017549165835,0.12821869079579598,0.11337248178703388,0.019694017549165835
Window Mahalanobis,54,94,320,85.56149732620321,0.0038671493530273438,3.6253788471221924,3.6292459964752197,0.122354466923519,0.10768583992860543,0.017660258308942203,0.122354466923519,0.10768583992860543,0.017660258308942203
Window AR,59,94,315,84.22459893048129,0.0071790218353271484,3.2739980220794678,3.281177043914795,0.12273077547140716,0.1095356666553094,0.018224730811277325,0.12273077547140716,0.1095356666553094,0.018224730811277325
Window Mean,45,94,329,87.96791443850267,0.04804229736328125,3.207397937774658,3.2554402351379395,0.12723029345161882,0.11276664560445565,0.01903540067940763,0.12723029345161882,0.11276664560445565,0.01903540067940763
Window Median,54,94,320,85.56149732620321,0.04804229736328125,4.185605049133301,4.233647346496582,0.12251504675723104,0.10808240264740243,0.0177940188938055,0.12251504675723104,0.10808240264740243,0.0177940188938055
Binary Segmentation L1,49,94,325,86.89839572192514,0.015193700790405273,3.391986131668091,3.407179832458496,0.12179094772992238,0.1077705418770524,0.017628315778454307,0.12179094772992238,0.1077705418770524,0.017628315778454307
Binary Segmentation L2,49,94,325,86.89839572192514,0.007640838623046875,3.629711866378784,3.637352705001831,0.11991517127754925,0.10594575006883225,0.016674820277763878,0.11991517127754925,0.10594575006883225,0.016674820277763878
Binary Segmentation Normal,49,94,325,86.89839572192514,0.013941049575805664,3.9973320960998535,4.011273145675659,0.12732303345269957,0.1138565106781491,0.019843067112139855,0.12732303345269957,0.1138565106781491,0.019843067112139855
Binary Segmentation RBF,49,94,325,86.89839572192514,0.013781070709228516,4.054327011108398,4.068108081817627,0.12286476743913415,0.10792373441665525,0.01741979226318853,0.12286476743913415,0.10792373441665525,0.01741979226318853
Binary Segmentation Cosine,9,94,365,97.59358288770053,0.012616157531738281,3.7645962238311768,3.777212381362915,0.21227424289577754,0.19887049363989748,0.055745929745997805,0.21227424289577754,0.19887049363989748,0.055745929745997805
Binary Segmentation Linear,9,94,365,97.59358288770053,0.007715940475463867,3.239215850830078,3.246931791305542,0.19646514445265692,0.18397948228997088,0.04863258049785114,0.19646514445265692,0.18397948228997088,0.04863258049785114
Binary Segmentation Clinear,364,94,10,2.6737967914438503,0.006407022476196289,3.9629759788513184,3.9693830013275146,0.14851786533343989,0.1390833283858216,0.03009282486228395,0.14851786533343989,0.1390833283858216,0.03009282486228395
Binary Segmentation Rank,59,94,315,84.22459893048129,0.007377147674560547,3.016951084136963,3.0243282318115234,0.12268632389511921,0.10687938995218257,0.017227831459307338,0.12268632389511921,0.10687938995218257,0.017227831459307338
Binary Segmentation Mahalanobis,49,94,325,86.89839572192514,0.010720014572143555,3.261427879333496,3.2721478939056396,0.12868624153806357,0.11409405026001794,0.01987998846879565,0.12868624153806357,0.11409405026001794,0.01987998846879565
Binary Segmentation AR,49,94,325,86.89839572192514,0.01264810562133789,3.2200591564178467,3.2327072620391846,0.12752372563439543,0.11348410976403364,0.01972149965550199,0.12752372563439543,0.11348410976403364,0.01972149965550199
Binary Segmentation Mean,74,94,300,80.21390374331551,0.10804104804992676,2.9652819633483887,3.0733230113983154,0.12573360688565188,0.11023324975037409,0.018149346576119725,0.12573360688565188,0.11023324975037409,0.018149346576119725
Binary Segmentation Median,49,94,325,86.89839572192514,0.10804104804992676,2.8390369415283203,2.947077989578247,0.12976104471343083,0.11393820536227811,0.019466200142011336,0.12976104471343083,0.11393820536227811,0.019466200142011336
Bottom Up L1,49,94,325,86.89839572192514,0.0071260929107666016,3.364609956741333,3.3717360496520996,0.12403738250046377,0.10907869558421579,0.01803881163514739,0.12403738250046377,0.10907869558421579,0.01803881163514739
Bottom Up L2,49,94,325,86.89839572192514,0.005270957946777344,3.415196180343628,3.4204671382904053,0.12569952275154267,0.11107104446191658,0.018691510242701583,0.12569952275154267,0.11107104446191658,0.018691510242701583
Bottom Up Normal,49,94,325,86.89839572192514,0.009200096130371094,3.479462146759033,3.4886622428894043,0.12348464987775297,0.10978341631564903,0.018475778782007197,0.12348464987775297,0.10978341631564903,0.018475778782007197
Bottom Up RBF,49,94,325,86.89839572192514,0.004920005798339844,3.584244966506958,3.589164972305298,0.12428231703032994,0.10917713327083525,0.018063650934632643,0.12428231703032994,0.10917713327083525,0.018063650934632643
Bottom Up Cosine,14,94,360,96.2566844919786,0.004027128219604492,3.1329517364501953,3.1369788646698,0.15782547964123278,0.14797208300894207,0.03388949356258888,0.15782547964123278,0.14797208300894207,0.03388949356258888
Bottom Up Linear,14,94,360,96.2566844919786,0.003743886947631836,2.8384671211242676,2.8422110080718994,0.1628527203035113,0.15267746755388464,0.03618567111247167,0.1628527203035113,0.15267746755388464,0.03618567111247167
Bottom Up Clinear,329,94,45,12.032085561497325,0.0036101341247558594,3.718775987625122,3.722386121749878,0.18210954087283485,0.17109034058383218,0.04303152978555725,0.18210954087283485,0.17109034058383218,0.04303152978555725
Bottom Up Rank,49,94,325,86.89839572192514,0.005067110061645508,3.543201208114624,3.5482683181762695,0.13314407517570798,0.11835879850585099,0.021566919117221,0.13314407517570798,0.11835879850585099,0.021566919117221
Bottom Up Mahalanobis,49,94,325,86.89839572192514,0.0033600330352783203,3.1321451663970947,3.135505199432373,0.12041264180613787,0.10684947554067155,0.017368836545821113,0.12041264180613787,0.10684947554067155,0.017368836545821113
Bottom Up AR,49,94,325,86.89839572192514,0.006723880767822266,3.0786380767822266,3.085361957550049,0.12106748565613887,0.10782202010091059,0.017711301093485638,0.12106748565613887,0.10782202010091059,0.017711301093485638
Bottom Up Mean,70,94,304,81.28342245989305,0.053049325942993164,3.416383981704712,3.469433307647705,0.12228911402591595,0.10742684889491887,0.016787617352321964,0.12228911402591595,0.10742684889491887,0.016787617352321964
Bottom Up Median,49,94,325,86.89839572192514,0.053049325942993164,3.5137672424316406,3.566816568374634,0.12767890637473098,0.11284709139611993,0.01946647603127973,0.12767890637473098,0.11284709139611993,0.01946647603127973
