Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Number of Passengers_MAPE,Number of Passengers_MAE,Number of Passengers_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Window Mean,211,94,163,43.58288770053476,0.05401444435119629,5.880017280578613,5.93403172492981,0.1027551727062431,0.08678421182868554,0.010246575395351185,0.1027551727062431,0.08678421182868554,0.010246575395351185
Window Median,264,94,110,29.411764705882355,0.05401444435119629,6.347808837890625,6.401823282241821,0.10531035187341325,0.08950172992060383,0.011342122688071176,0.10531035187341325,0.08950172992060383,0.011342122688071176
Binary Segmentation L1,289,94,85,22.727272727272727,0.021613121032714844,5.244632244110107,5.266245365142822,0.1061267906605525,0.08938624284080492,0.011541287258542452,0.1061267906605525,0.08938624284080492,0.011541287258542452
Binary Segmentation L2,284,94,90,24.06417112299465,0.009003877639770508,4.020266056060791,4.0292699337005615,0.10852818141126475,0.09193488372331408,0.012367691954017174,0.10852818141126475,0.09193488372331408,0.012367691954017174
Binary Segmentation Normal,289,94,85,22.727272727272727,0.014999151229858398,6.08086895942688,6.095868110656738,0.10548273451367442,0.09011623470181308,0.011333911682741178,0.10548273451367442,0.09011623470181308,0.011333911682741178
Binary Segmentation RBF,289,94,85,22.727272727272727,0.013299942016601562,4.204396963119507,4.217696905136108,0.10635506977836602,0.09039862567698236,0.011525694597121685,0.10635506977836602,0.09039862567698236,0.011525694597121685
Binary Segmentation Cosine,9,94,365,97.59358288770053,0.013926982879638672,3.660166025161743,3.674093008041382,0.1916406570647577,0.1778563957667771,0.04089405303023748,0.1916406570647577,0.1778563957667771,0.04089405303023748
Binary Segmentation Linear,9,94,365,97.59358288770053,0.008392810821533203,3.332174777984619,3.3405675888061523,0.19631892742790782,0.1822236838436085,0.042582710411261784,0.19631892742790782,0.1822236838436085,0.042582710411261784
Binary Segmentation Clinear,259,94,115,30.74866310160428,0.006106853485107422,3.628070116043091,3.6341769695281982,0.10688182458440577,0.09170950000009999,0.011680815725709628,0.10688182458440577,0.09170950000009999,0.011680815725709628
Binary Segmentation Rank,264,94,110,29.411764705882355,0.007807016372680664,3.9701459407806396,3.9779529571533203,0.1097020423444629,0.0927915558278269,0.012781446071297073,0.1097020423444629,0.0927915558278269,0.012781446071297073
Binary Segmentation Mahalanobis,284,94,90,24.06417112299465,0.010548114776611328,4.824767112731934,4.835315227508545,0.10286382717113718,0.08683495456449346,0.010291396211967674,0.10286382717113718,0.08683495456449346,0.010291396211967674
Binary Segmentation AR,144,94,230,61.49732620320856,0.013355016708374023,4.802237033843994,4.815592050552368,0.10874884603437152,0.09298062742191016,0.012514656910708051,0.10874884603437152,0.09298062742191016,0.012514656910708051
Binary Segmentation Mean,212,94,162,43.31550802139038,0.11905288696289062,2.903326988220215,3.0223798751831055,0.10884962774636164,0.09052523533744261,0.012428048027461279,0.10884962774636164,0.09052523533744261,0.012428048027461279
Binary Segmentation Median,274,94,100,26.737967914438503,0.11905288696289062,3.956766366958618,4.075819253921509,0.11187963744410706,0.09643390595015999,0.013504889102486175,0.11187963744410706,0.09643390595015999,0.013504889102486175
Bottom Up L1,264,94,110,29.411764705882355,0.0076487064361572266,4.834136009216309,4.841784715652466,0.10355332689755038,0.08768429112877756,0.010691640722174208,0.10355332689755038,0.08768429112877756,0.010691640722174208
Bottom Up L2,264,94,110,29.411764705882355,0.00530695915222168,4.342526912689209,4.347833871841431,0.1064701867433429,0.0907160882363864,0.011426212303040759,0.1064701867433429,0.0907160882363864,0.011426212303040759
Bottom Up Normal,264,94,110,29.411764705882355,0.009671211242675781,3.712101936340332,3.721773147583008,0.11201733964515206,0.09587092378793308,0.013319984685551954,0.11201733964515206,0.09587092378793308,0.013319984685551954
Bottom Up RBF,264,94,110,29.411764705882355,0.0063931941986083984,3.91032075881958,3.9167139530181885,0.10818688605548965,0.09174809161215632,0.012082710995825906,0.10818688605548965,0.09174809161215632,0.012082710995825906
Bottom Up Cosine,14,94,360,96.2566844919786,0.0038766860961914062,3.1971731185913086,3.2010498046875,0.20777271979727735,0.19297514398535406,0.047215241198775876,0.20777271979727735,0.19297514398535406,0.047215241198775876
Bottom Up Linear,14,94,360,96.2566844919786,0.004044055938720703,3.1474270820617676,3.1514711380004883,0.1778341762494931,0.16465308113351065,0.035069160669770685,0.1778341762494931,0.16465308113351065,0.035069160669770685
Bottom Up Clinear,239,94,135,36.096256684491976,0.004583835601806641,4.03692102432251,4.041504859924316,0.10532393677296169,0.08916307140388124,0.011180855879037367,0.10532393677296169,0.08916307140388124,0.011180855879037367
Bottom Up Rank,264,94,110,29.411764705882355,0.005414009094238281,3.669559955596924,3.674973964691162,0.11249435898201285,0.09138736711679653,0.013107744798497132,0.11249435898201285,0.09138736711679653,0.013107744798497132
Bottom Up Mahalanobis,264,94,110,29.411764705882355,0.003487110137939453,6.20539402961731,6.208881139755249,0.10283215877493883,0.08764240292971591,0.010345383474847782,0.10283215877493883,0.08764240292971591,0.010345383474847782
Bottom Up AR,84,94,290,77.54010695187165,0.006649971008300781,3.2680728435516357,3.2747228145599365,0.111236851782435,0.09651516152061484,0.013026490032829342,0.111236851782435,0.09651516152061484,0.013026490032829342
Bottom Up Mean,194,94,180,48.1283422459893,0.05707573890686035,3.7135939598083496,3.77066969871521,0.10855727791663454,0.09208959134693835,0.012295681067625013,0.10855727791663454,0.09208959134693835,0.012295681067625013
Bottom Up Median,264,94,110,29.411764705882355,0.05707573890686035,4.809525012969971,4.866600751876831,0.11110931128289085,0.09560555363273016,0.013008503016036909,0.11110931128289085,0.09560555363273016,0.013008503016036909
