Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Exchange rate_MAPE,Exchange rate_MAE,Exchange rate_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Fixed Cut 90.0%,20,50,177,89.84771573604061,N/A,2.4994781017303467,2.4994781017303467,0.10064273402458725,0.10210057097117739,0.012373274186519838,0.10064273402458725,0.10210057097117739,0.012373274186519838
Window L1,82,50,115,58.37563451776649,0.0032057762145996094,2.1835827827453613,2.186788558959961,0.05857633219318074,0.04362119371030804,0.002671953860005724,0.05857633219318074,0.04362119371030804,0.002671953860005724
Window L2,82,50,115,58.37563451776649,0.002093791961669922,2.2040529251098633,2.206146717071533,0.057598664207140125,0.043168232734545085,0.002738750924551103,0.057598664207140125,0.043168232734545085,0.002738750924551103
Window Normal,82,50,115,58.37563451776649,0.003574848175048828,2.4669930934906006,2.4705679416656494,0.04655393202530063,0.03469833373206303,0.001793299581791506,0.04655393202530063,0.03469833373206303,0.001793299581791506
Window RBF,82,50,115,58.37563451776649,0.0022759437561035156,2.2131831645965576,2.215459108352661,0.05181495796353581,0.03861494889659295,0.0021894712053339956,0.05181495796353581,0.03861494889659295,0.0021894712053339956
Window Cosine,0,50,197,100.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Window Linear,132,50,65,32.99492385786802,0.00201416015625,3.1235342025756836,3.1255483627319336,0.04412935874851727,0.023786926074624477,0.0008179408324682865,0.04412935874851727,0.023786926074624477,0.0008179408324682865
Window Clinear,112,50,85,43.14720812182741,0.0019168853759765625,2.425250768661499,2.4271676540374756,0.03846012891961079,0.02092867786425728,0.000645468994276403,0.03846012891961079,0.02092867786425728,0.000645468994276403
Window Rank,82,50,115,58.37563451776649,0.002978086471557617,2.1571340560913086,2.160112142562866,0.065781559602593,0.04909208504182545,0.0033476568360523784,0.065781559602593,0.04909208504182545,0.0033476568360523784
Window Mahalanobis,82,50,115,58.37563451776649,0.001547098159790039,2.148374080657959,2.149921178817749,0.054418332018989525,0.04059071639781222,0.002389740416515456,0.054418332018989525,0.04059071639781222,0.002389740416515456
Window AR,82,50,115,58.37563451776649,0.0031599998474121094,2.5217700004577637,2.524930000305176,0.05379221992240101,0.04027088293001821,0.002396558991521395,0.05379221992240101,0.04027088293001821,0.002396558991521395
Window Mean,82,50,115,58.37563451776649,0.022766590118408203,2.18742299079895,2.2101895809173584,0.049763421136400636,0.037212743262063655,0.0020650967992471517,0.049763421136400636,0.037212743262063655,0.0020650967992471517
Window Median,82,50,115,58.37563451776649,0.022766590118408203,2.6691081523895264,2.6918747425079346,0.06285166511805423,0.047139360640484525,0.003203909936122958,0.06285166511805423,0.047139360640484525,0.003203909936122958
Binary Segmentation L1,82,50,115,58.37563451776649,0.008957147598266602,2.872091770172119,2.8810489177703857,0.06474954005074114,0.04829442330555167,0.0031924090517627293,0.06474954005074114,0.04829442330555167,0.0031924090517627293
Binary Segmentation L2,82,50,115,58.37563451776649,0.00539398193359375,2.5687501430511475,2.574144124984741,0.06297295897896649,0.04706248312411504,0.0031378498113886237,0.06297295897896649,0.04706248312411504,0.0031378498113886237
Binary Segmentation Normal,82,50,115,58.37563451776649,0.008025884628295898,2.753261089324951,2.761286973953247,0.05427466319759164,0.04068729345380986,0.0024568435131649808,0.05427466319759164,0.04068729345380986,0.0024568435131649808
Binary Segmentation RBF,77,50,120,60.913705583756354,0.0036020278930664062,2.0909042358398438,2.09450626373291,0.04935970120384077,0.050480025879118234,0.0037809299480613097,0.04935970120384077,0.050480025879118234,0.0037809299480613097
Binary Segmentation Cosine,12,50,185,93.90862944162437,0.0032949447631835938,3.3437418937683105,3.347036838531494,0.08494941955925878,0.08822984002681289,0.01023807003229448,0.08494941955925878,0.08822984002681289,0.01023807003229448
Binary Segmentation Linear,152,50,45,22.84263959390863,0.003813028335571289,2.740828037261963,2.744641065597534,0.10123971550543674,0.05519295462412784,0.0037743477639065577,0.10123971550543674,0.05519295462412784,0.0037743477639065577
Binary Segmentation Clinear,107,50,90,45.68527918781726,0.003058910369873047,2.7573161125183105,2.7603750228881836,0.04041652339521099,0.022065459231118776,0.0007234142123319885,0.04041652339521099,0.022065459231118776,0.0007234142123319885
Binary Segmentation Rank,82,50,115,58.37563451776649,0.004454135894775391,2.868393898010254,2.8728480339050293,0.053394551969951444,0.03975792202018772,0.002300365105149898,0.053394551969951444,0.03975792202018772,0.002300365105149898
Binary Segmentation Mahalanobis,82,50,115,58.37563451776649,0.0040891170501708984,2.4251458644866943,2.4292349815368652,0.05528507733311716,0.041247366353668484,0.0024876755950829894,0.05528507733311716,0.041247366353668484,0.0024876755950829894
Binary Segmentation AR,82,50,115,58.37563451776649,0.0073049068450927734,2.176424980163574,2.183729887008667,0.050613832237482156,0.03782847581090626,0.0021269796299145495,0.050613832237482156,0.03782847581090626,0.0021269796299145495
Binary Segmentation Mean,84,50,113,57.360406091370564,0.05199408531188965,2.377746820449829,2.4297409057617188,0.052791527256608455,0.037989677499659626,0.0021465940588613983,0.052791527256608455,0.037989677499659626,0.0021465940588613983
Binary Segmentation Median,82,50,115,58.37563451776649,0.05199408531188965,2.364096164703369,2.416090250015259,0.06110172065865772,0.0455224704879453,0.002880322935865398,0.06110172065865772,0.0455224704879453,0.002880322935865398
Bottom Up L1,87,50,110,55.83756345177665,0.003682851791381836,2.1889071464538574,2.1925899982452393,0.0661766015381628,0.044185702236165185,0.0029183123586259893,0.0661766015381628,0.044185702236165185,0.0029183123586259893
Bottom Up L2,87,50,110,55.83756345177665,0.0022530555725097656,2.3296661376953125,2.3319191932678223,0.05973488905912254,0.03983373008868934,0.0023713417857059572,0.05973488905912254,0.03983373008868934,0.0023713417857059572
Bottom Up Normal,87,50,110,55.83756345177665,0.003699779510498047,2.4776251316070557,2.4813249111175537,0.04943733144840998,0.03271341853994454,0.0015802345599963581,0.04943733144840998,0.03271341853994454,0.0015802345599963581
Bottom Up RBF,87,50,110,55.83756345177665,0.002184152603149414,2.4566290378570557,2.458813190460205,0.054968213390385934,0.03668644788596224,0.0020312367767735475,0.054968213390385934,0.03668644788596224,0.0020312367767735475
Bottom Up Cosine,12,50,185,93.90862944162437,0.0014929771423339844,2.4111433029174805,2.4126362800598145,0.07093897144726918,0.07354509359506296,0.007163253771553249,0.07093897144726918,0.07354509359506296,0.007163253771553249
Bottom Up Linear,137,50,60,30.456852791878177,0.002274036407470703,2.6178879737854004,2.620162010192871,0.04270256997470901,0.02292375072525703,0.000754351219303989,0.04270256997470901,0.02292375072525703,0.000754351219303989
Bottom Up Clinear,112,50,85,43.14720812182741,0.0017468929290771484,3.638969659805298,3.640716552734375,0.037609747772078074,0.020520534321296847,0.0006347310224119454,0.037609747772078074,0.020520534321296847,0.0006347310224119454
Bottom Up Rank,87,50,110,55.83756345177665,0.002790212631225586,2.4698140621185303,2.472604274749756,0.04822117319935298,0.03191960416675328,0.0015219964989824134,0.04822117319935298,0.03191960416675328,0.0015219964989824134
Bottom Up Mahalanobis,87,50,110,55.83756345177665,0.0019180774688720703,2.354238986968994,2.356157064437866,0.06151800438194118,0.041061167323165795,0.0025324490252484734,0.06151800438194118,0.041061167323165795,0.0025324490252484734
Bottom Up AR,87,50,110,55.83756345177665,0.003704071044921875,2.2434279918670654,2.2471320629119873,0.0557134508976947,0.037023214449473804,0.0020316264152157064,0.0557134508976947,0.037023214449473804,0.0020316264152157064
Bottom Up Mean,87,50,110,55.83756345177665,0.02574610710144043,2.4456560611724854,2.471402168273926,0.052210242732601095,0.03460425835823618,0.0017797448690770642,0.052210242732601095,0.03460425835823618,0.0017797448690770642
Bottom Up Median,87,50,110,55.83756345177665,0.02574610710144043,2.1806111335754395,2.20635724067688,0.05301190724955861,0.035199865395004186,0.0018461605411041384,0.05301190724955861,0.035199865395004186,0.0018461605411041384
