Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Population_MAPE,Population_MAE,Population_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Binary Segmentation Rank,327,164,325,49.84662576687116,0.013280868530273438,2.6031653881073,2.6164462566375732,0.05549635430859478,0.05919508495671401,0.0037444378551925966,0.05549635430859478,0.05919508495671401,0.0037444378551925966
Binary Segmentation Mahalanobis,312,164,340,52.14723926380368,0.051956892013549805,7.372937917709351,7.4248948097229,0.002509910889004263,0.0026834265237510465,8.149274442569659e-06,0.002509910889004263,0.0026834265237510465,8.149274442569659e-06
Binary Segmentation AR,637,164,15,2.3006134969325154,0.02712416648864746,5.866969108581543,5.89409327507019,0.004609023111925719,0.004915363110467595,2.5837241982385813e-05,0.004609023111925719,0.004915363110467595,2.5837241982385813e-05
Binary Segmentation Mean,291,164,361,55.3680981595092,0.2938997745513916,7.7250261306762695,8.018925905227661,0.00026547285911035945,0.00027973346389281056,1.153318229912787e-07,0.00026547285911035945,0.00027973346389281056,1.153318229912787e-07
Binary Segmentation Median,312,164,340,52.14723926380368,0.2938997745513916,2.800210952758789,3.0941107273101807,0.012465918640245311,0.013301618323053212,0.00024413445978438208,0.012465918640245311,0.013301618323053212,0.00024413445978438208
Bottom Up L1,247,164,405,62.11656441717791,0.014838933944702148,2.481619358062744,2.4964582920074463,0.03904651331988158,0.04162882431820367,0.001836470652495928,0.03904651331988158,0.04162882431820367,0.001836470652495928
Bottom Up L2,297,164,355,54.44785276073619,0.010073184967041016,2.425852060317993,2.435925245285034,0.008880095524901599,0.009438930769190312,0.00012000767795742808,0.008880095524901599,0.009438930769190312,0.00012000767795742808
Bottom Up Normal,237,164,415,63.65030674846626,0.014067888259887695,2.618000030517578,2.632067918777466,0.04172139553191043,0.04445608560210247,0.0020757351110816677,0.04172139553191043,0.04445608560210247,0.0020757351110816677
Bottom Up RBF,177,164,475,72.85276073619632,0.015190839767456055,2.7266459465026855,2.7418367862701416,0.04162086544941696,0.04435761531210675,0.002072933904081476,0.04162086544941696,0.04435761531210675,0.002072933904081476
Bottom Up Cosine,12,164,640,98.15950920245399,0.014377832412719727,2.51741623878479,2.5317940711975098,0.01220013969555794,0.013154263611602844,0.00025611749123430723,0.01220013969555794,0.013154263611602844,0.00025611749123430723
Bottom Up Linear,207,164,445,68.25153374233128,0.01254892349243164,2.5352418422698975,2.547790765762329,0.056088396057611435,0.059739654251637436,0.003724500219830356,0.056088396057611435,0.059739654251637436,0.003724500219830356
Bottom Up Clinear,207,164,445,68.25153374233128,0.009387016296386719,3.1574671268463135,3.1668541431427,0.05487575845909996,0.058464844156135884,0.003582579920272954,0.05487575845909996,0.058464844156135884,0.003582579920272954
Bottom Up Rank,287,164,365,55.98159509202454,0.01071310043334961,2.5050601959228516,2.515773296356201,0.009461570709634612,0.010009441534724321,0.0001333589039716187,0.009461570709634612,0.010009441534724321,0.0001333589039716187
Bottom Up Mahalanobis,297,164,355,54.44785276073619,0.008697032928466797,3.9314749240875244,3.940171957015991,0.02817496660965919,0.029991159793590755,0.0009309793349471884,0.02817496660965919,0.029991159793590755,0.0009309793349471884
Bottom Up AR,197,164,455,69.78527607361963,0.01277613639831543,3.2136971950531006,3.226473331451416,0.041824159535810604,0.0445674130315884,0.0020874566322274506,0.041824159535810604,0.0445674130315884,0.0020874566322274506
Bottom Up Mean,217,164,435,66.71779141104295,0.12267088890075684,3.0110650062561035,3.1337358951568604,0.04421138433808524,0.04707376632484328,0.002301646670057517,0.04421138433808524,0.04707376632484328,0.002301646670057517
Bottom Up Median,222,164,430,65.95092024539878,0.12267088890075684,2.9784040451049805,3.1010749340057373,0.05533080909095081,0.058943663073865935,0.0036358698943075723,0.05533080909095081,0.058943663073865935,0.0036358698943075723
