Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Exchange rate_MAPE,Exchange rate_MAE,Exchange rate_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Fixed Cut 65.0%,69,50,128,64.9746192893401,N/A,2.759617805480957,2.759617805480957,0.057818539606101255,0.05954340255998843,0.005256634620852113,0.057818539606101255,0.05954340255998843,0.005256634620852113
Fixed Cut 70.0%,60,50,137,69.54314720812182,N/A,2.6578028202056885,2.6578028202056885,0.060581041320388586,0.06208140453934944,0.005545839404192859,0.060581041320388586,0.06208140453934944,0.005545839404192859
Fixed Cut 75.0%,50,50,147,74.61928934010153,N/A,2.5302278995513916,2.5302278995513916,0.0631188660487897,0.06492505519345827,0.0059029344310812205,0.0631188660487897,0.06492505519345827,0.0059029344310812205
Fixed Cut 80.0%,40,50,157,79.69543147208121,N/A,2.4340591430664062,2.4340591430664062,0.17419480252462646,0.17599955300552095,0.034091247302223,0.17419480252462646,0.17599955300552095,0.034091247302223
Fixed Cut 85.0%,30,50,167,84.77157360406092,N/A,3.348083257675171,3.348083257675171,0.06560042392884745,0.06780803898889043,0.006627018817675333,0.06560042392884745,0.06780803898889043,0.006627018817675333
Fixed Cut 90.0%,20,50,177,89.84771573604061,N/A,2.542081117630005,2.542081117630005,0.06920185033568545,0.07089832548258536,0.006743464194458831,0.06920185033568545,0.07089832548258536,0.006743464194458831
Window L1,82,50,115,58.37563451776649,0.003476858139038086,2.1733479499816895,2.1768248081207275,0.059089428610326046,0.0439145492535483,0.0026135464164839927,0.059089428610326046,0.0439145492535483,0.0026135464164839927
Window L2,82,50,115,58.37563451776649,0.002878904342651367,2.529900074005127,2.5327789783477783,0.05197641523412156,0.03878193804566947,0.0022134114306204085,0.05197641523412156,0.03878193804566947,0.0022134114306204085
Window Normal,82,50,115,58.37563451776649,0.003445863723754883,2.23919415473938,2.2426400184631348,0.05210564633979471,0.03879637955764839,0.002185571081386458,0.05210564633979471,0.03879637955764839,0.002185571081386458
Window RBF,82,50,115,58.37563451776649,0.002156972885131836,2.1437978744506836,2.1459548473358154,0.06090020333067389,0.04562757005571114,0.003007929888099298,0.06090020333067389,0.04562757005571114,0.003007929888099298
Window Cosine,0,50,197,100.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Window Linear,132,50,65,32.99492385786802,0.0021910667419433594,3.1222689151763916,3.124459981918335,0.03955120353347237,0.02123127198531896,0.0006601861277368306,0.03955120353347237,0.02123127198531896,0.0006601861277368306
Window Clinear,112,50,85,43.14720812182741,0.0017430782318115234,3.008978843688965,3.0107219219207764,0.042242606244768444,0.02306873546087999,0.0007808191019027917,0.042242606244768444,0.02306873546087999,0.0007808191019027917
Window Rank,82,50,115,58.37563451776649,0.0028579235076904297,2.409187078475952,2.4120450019836426,0.05234529059947785,0.03915416911783332,0.002269231207394731,0.05234529059947785,0.03915416911783332,0.002269231207394731
Window Mahalanobis,82,50,115,58.37563451776649,0.0014920234680175781,2.125108003616333,2.1266000270843506,0.05113192645406375,0.038166184143436935,0.0021450904789555784,0.05113192645406375,0.038166184143436935,0.0021450904789555784
Window AR,82,50,115,58.37563451776649,0.003098011016845703,2.182969093322754,2.1860671043395996,0.05398944374825438,0.04018445833727699,0.0023432779684585884,0.05398944374825438,0.04018445833727699,0.0023432779684585884
Window Mean,82,50,115,58.37563451776649,0.023340702056884766,2.5103509426116943,2.533691644668579,0.06157235912273527,0.04635569612863063,0.0031989286967192636,0.06157235912273527,0.04635569612863063,0.0031989286967192636
Window Median,82,50,115,58.37563451776649,0.023340702056884766,2.2713840007781982,2.294724702835083,0.0591555187383022,0.04449533571069206,0.002946645202750741,0.0591555187383022,0.04449533571069206,0.002946645202750741
Binary Segmentation L1,82,50,115,58.37563451776649,0.007528066635131836,2.2181429862976074,2.2256710529327393,0.051007343609773936,0.03815366634295156,0.002157832321959372,0.051007343609773936,0.03815366634295156,0.002157832321959372
Binary Segmentation L2,82,50,115,58.37563451776649,0.004101991653442383,2.569135904312134,2.573237895965576,0.05980440929392974,0.0449992319758639,0.003014079858523944,0.05980440929392974,0.0449992319758639,0.003014079858523944
Binary Segmentation Normal,82,50,115,58.37563451776649,0.007662773132324219,2.2606520652770996,2.268314838409424,0.05954801667879764,0.04476847328669324,0.002972998280161385,0.05954801667879764,0.04476847328669324,0.002972998280161385
Binary Segmentation RBF,77,50,120,60.913705583756354,0.003453969955444336,2.2703301906585693,2.2737841606140137,0.05866695521884572,0.060262297740282314,0.005266853288788939,0.05866695521884572,0.060262297740282314,0.005266853288788939
Binary Segmentation Cosine,12,50,185,93.90862944162437,0.0033190250396728516,2.9342668056488037,2.9375858306884766,0.08765648014791572,0.09108036142249444,0.010821378195319498,0.08765648014791572,0.09108036142249444,0.010821378195319498
Binary Segmentation Linear,152,50,45,22.84263959390863,0.003932952880859375,3.0817630290985107,3.08569598197937,0.04253018316885377,0.022891432532398004,0.0007585325501123573,0.04253018316885377,0.022891432532398004,0.0007585325501123573
Binary Segmentation Clinear,107,50,90,45.68527918781726,0.002888202667236328,2.966578960418701,2.9694671630859375,0.0430960078180285,0.023613488238616566,0.0008296892174970007,0.0430960078180285,0.023613488238616566,0.0008296892174970007
Binary Segmentation Rank,82,50,115,58.37563451776649,0.004462718963623047,2.4504148960113525,2.4548776149749756,0.06752347226535681,0.05041367060900427,0.003481141039100335,0.06752347226535681,0.05041367060900427,0.003481141039100335
Binary Segmentation Mahalanobis,82,50,115,58.37563451776649,0.0028579235076904297,2.3792200088500977,2.382077932357788,0.05352407263431583,0.03995321699884882,0.002317504454503177,0.05352407263431583,0.03995321699884882,0.002317504454503177
Binary Segmentation AR,82,50,115,58.37563451776649,0.0069272518157958984,2.393205165863037,2.400132417678833,0.05261453217589003,0.03941437317722051,0.002305052687500656,0.05261453217589003,0.03941437317722051,0.002305052687500656
Binary Segmentation Mean,84,50,113,57.360406091370564,0.0471348762512207,2.962238073348999,3.0093729496002197,0.038323397231912484,0.02719141204562681,0.0011215391578393262,0.038323397231912484,0.02719141204562681,0.0011215391578393262
Binary Segmentation Median,82,50,115,58.37563451776649,0.0471348762512207,2.2885689735412598,2.3357038497924805,0.05484234791524777,0.04110453240247979,0.002507564965008377,0.05484234791524777,0.04110453240247979,0.002507564965008377
Bottom Up L1,87,50,110,55.83756345177665,0.0034639835357666016,2.7109999656677246,2.714463949203491,0.04767596543748216,0.0316605984205772,0.001510121273532444,0.04767596543748216,0.0316605984205772,0.001510121273532444
Bottom Up L2,87,50,110,55.83756345177665,0.002725839614868164,2.746209144592285,2.7489349842071533,0.057105807949588465,0.03812419092875285,0.002192786310362593,0.057105807949588465,0.03812419092875285,0.002192786310362593
Bottom Up Normal,87,50,110,55.83756345177665,0.003297090530395508,2.467603921890259,2.4709010124206543,0.05178136795160956,0.034370948884090896,0.0017665789809473706,0.05178136795160956,0.034370948884090896,0.0017665789809473706
Bottom Up RBF,87,50,110,55.83756345177665,0.00273895263671875,2.5081450939178467,2.5108840465545654,0.04445504198048286,0.029416628920237987,0.0013096296243415618,0.04445504198048286,0.029416628920237987,0.0013096296243415618
Bottom Up Cosine,12,50,185,93.90862944162437,0.0015528202056884766,3.140806198120117,3.1423590183258057,0.06067679965668483,0.06274973820643717,0.005430943682649765,0.06067679965668483,0.06274973820643717,0.005430943682649765
Bottom Up Linear,137,50,60,30.456852791878177,0.0026628971099853516,3.0705738067626953,3.0732367038726807,0.043867019397423775,0.023690386649329022,0.0008204239968365079,0.043867019397423775,0.023690386649329022,0.0008204239968365079
Bottom Up Clinear,112,50,85,43.14720812182741,0.0017437934875488281,3.4315431118011475,3.4332869052886963,0.04570413816695086,0.025047527023761063,0.0009292801288886917,0.04570413816695086,0.025047527023761063,0.0009292801288886917
Bottom Up Rank,87,50,110,55.83756345177665,0.0029969215393066406,2.7274887561798096,2.730485677719116,0.05746393927307735,0.03830940757074208,0.0021985881443216133,0.05746393927307735,0.03830940757074208,0.0021985881443216133
Bottom Up Mahalanobis,87,50,110,55.83756345177665,0.001692056655883789,2.3413140773773193,2.343006134033203,0.055990785406905656,0.03737680540472435,0.0021170534358172324,0.055990785406905656,0.03737680540472435,0.0021170534358172324
Bottom Up AR,87,50,110,55.83756345177665,0.003186941146850586,2.4807660579681396,2.4839529991149902,0.05129443807445812,0.034095166509642345,0.0017441942542985157,0.05129443807445812,0.034095166509642345,0.0017441942542985157
Bottom Up Mean,87,50,110,55.83756345177665,0.026061296463012695,2.341423988342285,2.367485284805298,0.06408399429815766,0.04288135984313133,0.0027942287321693336,0.06408399429815766,0.04288135984313133,0.0027942287321693336
Bottom Up Median,87,50,110,55.83756345177665,0.026061296463012695,2.437113046646118,2.463174343109131,0.055937816967529475,0.03727447964811621,0.0020845605963624126,0.055937816967529475,0.03727447964811621,0.0020845605963624126
