Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Exchange rate_MAPE,Exchange rate_MAE,Exchange rate_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Binary Segmentation L2,82,50,115,58.37563451776649,0.0040149688720703125,2.4080100059509277,2.412024974822998,0.055176313016318285,0.04129703975532778,0.0024850872818348883,0.055176313016318285,0.04129703975532778,0.0024850872818348883
Binary Segmentation Normal,82,50,115,58.37563451776649,0.0070188045501708984,2.156343698501587,2.163362503051758,0.05331519722732831,0.03991724580025676,0.002361105815952658,0.05331519722732831,0.03991724580025676,0.002361105815952658
Binary Segmentation RBF,77,50,120,60.913705583756354,0.003437042236328125,2.163259983062744,2.1666970252990723,0.05055457894552691,0.05170918541490977,0.0039447369502385865,0.05055457894552691,0.05170918541490977,0.0039447369502385865
Binary Segmentation Cosine,12,50,185,93.90862944162437,0.0032758712768554688,2.6877822875976562,2.6910581588745117,0.06685394335702376,0.06959513121197013,0.006624248212696769,0.06685394335702376,0.06959513121197013,0.006624248212696769
Binary Segmentation Linear,152,50,45,22.84263959390863,0.0037169456481933594,3.903397798538208,3.9071147441864014,0.04127068560582321,0.022128944272572407,0.0007157214292571269,0.04127068560582321,0.022128944272572407,0.0007157214292571269
Binary Segmentation Clinear,107,50,90,45.68527918781726,0.002835988998413086,3.9512250423431396,3.9540610313415527,0.043202517444480636,0.02367455707037706,0.0008338675736621885,0.043202517444480636,0.02367455707037706,0.0008338675736621885
Binary Segmentation Rank,82,50,115,58.37563451776649,0.0041010379791259766,2.5377089977264404,2.5418100357055664,0.05236185670912418,0.039210338871684215,0.0022879993228105415,0.05236185670912418,0.039210338871684215,0.0022879993228105415
Binary Segmentation Mahalanobis,82,50,115,58.37563451776649,0.0028700828552246094,1.9674789905548096,1.9703490734100342,0.05526293267338086,0.041623646383213475,0.002612682409185104,0.05526293267338086,0.041623646383213475,0.002612682409185104
Binary Segmentation AR,82,50,115,58.37563451776649,0.0075931549072265625,2.1519663333892822,2.159559488296509,0.05418348024333998,0.04045671325829321,0.0023687191844958106,0.05418348024333998,0.04045671325829321,0.0023687191844958106
Binary Segmentation Mean,84,50,113,57.360406091370564,0.04674792289733887,2.567178964614868,2.613926887512207,0.05513125771333674,0.03969771100824568,0.0023204436219142898,0.05513125771333674,0.03969771100824568,0.0023204436219142898
Binary Segmentation Median,82,50,115,58.37563451776649,0.04674792289733887,2.3806939125061035,2.4274418354034424,0.06022185444292106,0.04483929363710133,0.002830649251866838,0.06022185444292106,0.04483929363710133,0.002830649251866838
Bottom Up L1,87,50,110,55.83756345177665,0.0034139156341552734,2.2367970943450928,2.240211009979248,0.054153778875386596,0.03594972786889039,0.0019080045525255293,0.054153778875386596,0.03594972786889039,0.0019080045525255293
Bottom Up L2,87,50,110,55.83756345177665,0.0021250247955322266,2.9795262813568115,2.9816513061523438,0.05367599739857703,0.03579242263116689,0.0019365940606031332,0.05367599739857703,0.03579242263116689,0.0019365940606031332
Bottom Up Normal,87,50,110,55.83756345177665,0.004148960113525391,2.391594648361206,2.3957436084747314,0.05620366960276196,0.0375324485507041,0.002137393849121288,0.05620366960276196,0.0375324485507041,0.002137393849121288
Bottom Up RBF,87,50,110,55.83756345177665,0.0023779869079589844,2.807070016860962,2.809448003768921,0.05415193632585629,0.03601860789877382,0.0019340215667747846,0.05415193632585629,0.03601860789877382,0.0019340215667747846
Bottom Up Cosine,12,50,185,93.90862944162437,0.0014789104461669922,3.199976921081543,3.20145583152771,0.0727963398745133,0.07538259805958947,0.0074439010794792185,0.0727963398745133,0.07538259805958947,0.0074439010794792185
Bottom Up Linear,137,50,60,30.456852791878177,0.0028908252716064453,3.027822971343994,3.0307137966156006,0.04898083749516593,0.026457688918488386,0.0010099413933218227,0.04898083749516593,0.026457688918488386,0.0010099413933218227
Bottom Up Clinear,112,50,85,43.14720812182741,0.002567768096923828,2.221918821334839,2.2244865894317627,0.040049927349213046,0.021992896719990083,0.0007271796782258822,0.040049927349213046,0.021992896719990083,0.0007271796782258822
Bottom Up Rank,87,50,110,55.83756345177665,0.002669811248779297,2.4606010913848877,2.463270902633667,0.05070158389399271,0.03361137666095849,0.0016823487453470004,0.05070158389399271,0.03361137666095849,0.0016823487453470004
Bottom Up Mahalanobis,87,50,110,55.83756345177665,0.0015718936920166016,2.209986686706543,2.2115585803985596,0.050376914369206466,0.033294119956102514,0.001624037125407572,0.050376914369206466,0.033294119956102514,0.001624037125407572
Bottom Up AR,87,50,110,55.83756345177665,0.0032019615173339844,2.2951138019561768,2.2983157634735107,0.05988695077788131,0.04005214879623153,0.0024443608209532433,0.05988695077788131,0.04005214879623153,0.0024443608209532433
Bottom Up Mean,87,50,110,55.83756345177665,0.026447057723999023,2.7083961963653564,2.7348432540893555,0.050935953763202424,0.0339147834483886,0.0017376386577923368,0.050935953763202424,0.0339147834483886,0.0017376386577923368
Bottom Up Median,87,50,110,55.83756345177665,0.026447057723999023,2.381816864013672,2.408263921737671,0.05043244950972545,0.03352864818631931,0.0016884145025685886,0.05043244950972545,0.03352864818631931,0.0016884145025685886
