Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Amount_MAPE,Amount_MAE,Amount_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Binary Segmentation Rank,444,117,20,4.310344827586207,0.010745048522949219,7.776609897613525,7.787354946136475,0.028836392366053096,0.02591304103592865,0.001233308758714425,0.028836392366053096,0.02591304103592865,0.001233308758714425
Binary Segmentation Mahalanobis,444,117,20,4.310344827586207,0.02067422866821289,10.76944899559021,10.790123224258423,0.02657711703305164,0.023960303588835653,0.0011775074082070699,0.02657711703305164,0.023960303588835653,0.0011775074082070699
Binary Segmentation AR,439,117,25,5.387931034482758,0.015272855758666992,5.129251956939697,5.144524812698364,0.03194803656859276,0.028763889152363317,0.0015687578910147846,0.03194803656859276,0.028763889152363317,0.0015687578910147846
Binary Segmentation Mean,384,117,80,17.24137931034483,0.15159893035888672,4.5005388259887695,4.652137756347656,0.03090799861711136,0.027856536250055904,0.0014838527971326944,0.03090799861711136,0.027856536250055904,0.0014838527971326944
Binary Segmentation Median,444,117,20,4.310344827586207,0.15159893035888672,5.297512769699097,5.449111700057983,0.027685733335413288,0.025015093156338142,0.0012818219210313253,0.027685733335413288,0.025015093156338142,0.0012818219210313253
Bottom Up L1,149,117,315,67.88793103448276,0.0068378448486328125,3.737652063369751,3.744489908218384,0.035217905401040306,0.03144878170768081,0.0015126774420801228,0.035217905401040306,0.03144878170768081,0.0015126774420801228
Bottom Up L2,149,117,315,67.88793103448276,0.004142045974731445,2.8698368072509766,2.873978853225708,0.03057484434774288,0.027464273477598077,0.0013284952387576782,0.03057484434774288,0.027464273477598077,0.0013284952387576782
Bottom Up Normal,454,117,10,2.1551724137931036,0.008040904998779297,4.581027984619141,4.58906888961792,0.030968409918050593,0.027910865341908266,0.0015132683089954444,0.030968409918050593,0.027910865341908266,0.0015132683089954444
Bottom Up RBF,149,117,315,67.88793103448276,0.0052700042724609375,3.8088269233703613,3.8140969276428223,0.033817380502230675,0.03029306680554791,0.0015137710083321595,0.033817380502230675,0.03029306680554791,0.0015137710083321595
Bottom Up Cosine,14,117,450,96.98275862068965,0.004586219787597656,2.6989550590515137,2.7035412788391113,0.033538219406579056,0.03390971401318962,0.0019159816977100711,0.033538219406579056,0.03390971401318962,0.0019159816977100711
Bottom Up Linear,364,117,100,21.551724137931032,0.0048940181732177734,8.421870946884155,8.426764965057373,0.025750949714755743,0.02340799862879323,0.0013162728454889578,0.025750949714755743,0.02340799862879323,0.0013162728454889578
Bottom Up Clinear,104,117,360,77.58620689655173,0.003754138946533203,3.004040002822876,3.007794141769409,0.037226041154486925,0.03426687038154959,0.0017020748546011579,0.037226041154486925,0.03426687038154959,0.0017020748546011579
Bottom Up Rank,234,117,230,49.56896551724138,0.0075130462646484375,4.562139272689819,4.569652318954468,0.025121410302844663,0.023045034307359425,0.0015180631515695092,0.025121410302844663,0.023045034307359425,0.0015180631515695092
Bottom Up Mahalanobis,149,117,315,67.88793103448276,0.003107786178588867,3.456244945526123,3.459352731704712,0.03387540944594566,0.030340082949346737,0.0015004251647585932,0.03387540944594566,0.030340082949346737,0.0015004251647585932
Bottom Up AR,324,117,140,30.17241379310345,0.00661468505859375,6.819343090057373,6.825957775115967,0.030983552039128393,0.027883561332207908,0.001445935311706946,0.030983552039128393,0.027883561332207908,0.001445935311706946
Bottom Up Mean,209,117,255,54.956896551724135,0.05476069450378418,3.298511266708374,3.353271961212158,0.028140945558916775,0.025419192825990228,0.0013315551565935917,0.028140945558916775,0.025419192825990228,0.0013315551565935917
Bottom Up Median,149,117,315,67.88793103448276,0.05476069450378418,2.9861490726470947,3.040909767150879,0.03361276100196015,0.030107799855634193,0.0014930095547578586,0.03361276100196015,0.030107799855634193,0.0014930095547578586
