Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Amount_MAPE,Amount_MAE,Amount_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Window Normal,99,117,365,78.66379310344827,0.00992894172668457,3.4485878944396973,3.458516836166382,0.029626836872887852,0.027612738124634908,0.0015043670545776741,0.029626836872887852,0.027612738124634908,0.0015043670545776741
Window RBF,99,117,365,78.66379310344827,0.006112098693847656,3.377009868621826,3.383121967315674,0.027137356879465946,0.02538510792612307,0.0013895532802730823,0.027137356879465946,0.02538510792612307,0.0013895532802730823
Window Cosine,0,117,464,100.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Window Linear,414,117,50,10.775862068965516,0.0052568912506103516,7.061105012893677,7.066361904144287,0.03184721367813178,0.028561907335249836,0.0013914884160413632,0.03184721367813178,0.028561907335249836,0.0013914884160413632
Window Clinear,269,117,195,42.025862068965516,0.005036830902099609,3.7274670600891113,3.732503890991211,0.028994713624782016,0.026123097509236217,0.0013177688561440352,0.028994713624782016,0.026123097509236217,0.0013177688561440352
Window Rank,99,117,365,78.66379310344827,0.008230924606323242,3.5260322093963623,3.5342631340026855,0.028989517433594344,0.026992395739949736,0.0014208137968379948,0.028989517433594344,0.026992395739949736,0.0014208137968379948
Window Mahalanobis,99,117,365,78.66379310344827,0.004621982574462891,4.087105989456177,4.09172797203064,0.03053185023019656,0.02836544699875297,0.001484319447815168,0.03053185023019656,0.02836544699875297,0.001484319447815168
Window AR,274,117,190,40.94827586206897,0.01005697250366211,4.226337194442749,4.236394166946411,0.029068852230708337,0.02630699886162333,0.001467511530898907,0.029068852230708337,0.02630699886162333,0.001467511530898907
Window Mean,169,117,295,63.577586206896555,0.06895875930786133,3.828510046005249,3.8974688053131104,0.034709568042298834,0.031125068068492568,0.0016411634397655941,0.034709568042298834,0.031125068068492568,0.0016411634397655941
Window Median,99,117,365,78.66379310344827,0.06895875930786133,3.094572067260742,3.1635308265686035,0.02995443002858071,0.02790737363724699,0.0015131672681374102,0.02995443002858071,0.02790737363724699,0.0015131672681374102
Binary Segmentation L1,444,117,20,4.310344827586207,0.016885042190551758,11.916168928146362,11.933053970336914,0.022309684716872783,0.020128579018036972,0.0008869194977486463,0.022309684716872783,0.020128579018036972,0.0008869194977486463
Binary Segmentation L2,444,117,20,4.310344827586207,0.00928497314453125,5.252316951751709,5.26160192489624,0.03112198229304718,0.027946505462671942,0.0013768087450889736,0.03112198229304718,0.027946505462671942,0.0013768087450889736
Binary Segmentation Normal,444,117,20,4.310344827586207,0.017256975173950195,9.984503984451294,10.001760959625244,0.026568662256419885,0.02395407515151687,0.0011546844308225593,0.026568662256419885,0.02395407515151687,0.0011546844308225593
Binary Segmentation RBF,444,117,20,4.310344827586207,0.020529985427856445,3.667505979537964,3.6880359649658203,0.029259482705046715,0.026388704953324117,0.0013534989316655013,0.029259482705046715,0.026388704953324117,0.0013534989316655013
Binary Segmentation Cosine,9,117,455,98.0603448275862,0.02391505241394043,3.072977066040039,3.0968921184539795,0.02698959004667739,0.027949562846147673,0.001934716267984065,0.02698959004667739,0.027949562846147673,0.001934716267984065
Binary Segmentation Linear,349,117,115,24.78448275862069,0.008673906326293945,4.380552053451538,4.389225959777832,0.02899271909793736,0.026212146870609992,0.001402079035408783,0.02899271909793736,0.026212146870609992,0.001402079035408783
Binary Segmentation Clinear,379,117,85,18.318965517241377,0.006979703903198242,4.554354906082153,4.561334609985352,0.030838125077283063,0.027725153254292634,0.0013779265741531593,0.030838125077283063,0.027725153254292634,0.0013779265741531593
Binary Segmentation Rank,444,117,20,4.310344827586207,0.010636091232299805,8.33251404762268,8.34315013885498,0.02611049379716027,0.023670782687773343,0.0012753920328368107,0.02611049379716027,0.023670782687773343,0.0012753920328368107
Binary Segmentation Mahalanobis,444,117,20,4.310344827586207,0.02101612091064453,3.88637113571167,3.9073872566223145,0.0327726386661993,0.02948363706623828,0.001616333408326252,0.0327726386661993,0.02948363706623828,0.001616333408326252
Binary Segmentation AR,439,117,25,5.387931034482758,0.014642000198364258,10.166131973266602,10.180773973464966,0.026252837949664324,0.02374523430770188,0.0012218840053714488,0.026252837949664324,0.02374523430770188,0.0012218840053714488
Binary Segmentation Mean,384,117,80,17.24137931034483,0.14981985092163086,3.6341712474823,3.7839910984039307,0.029201301847164997,0.026349132345936922,0.001357626957053984,0.029201301847164997,0.026349132345936922,0.001357626957053984
Binary Segmentation Median,444,117,20,4.310344827586207,0.14981985092163086,3.796121835708618,3.945941686630249,0.02627292441496652,0.023945183129741164,0.001440615782653417,0.02627292441496652,0.023945183129741164,0.001440615782653417
Bottom Up L1,149,117,315,67.88793103448276,0.00822305679321289,3.5222339630126953,3.530457019805908,0.033053703385374604,0.029595265280727406,0.001442769013092623,0.033053703385374604,0.029595265280727406,0.001442769013092623
Bottom Up L2,149,117,315,67.88793103448276,0.004975080490112305,3.376680850982666,3.3816559314727783,0.032347653186022375,0.029009660677965014,0.0014384040578106266,0.032347653186022375,0.029009660677965014,0.0014384040578106266
Bottom Up Normal,454,117,10,2.1551724137931036,0.007279872894287109,11.835397005081177,11.842676877975464,0.02562297456475201,0.023103769377521732,0.0010991318370676473,0.02562297456475201,0.023103769377521732,0.0010991318370676473
Bottom Up RBF,149,117,315,67.88793103448276,0.005436897277832031,3.397130012512207,3.402566909790039,0.0355428405233426,0.03186107760124764,0.0016869839627464947,0.0355428405233426,0.03186107760124764,0.0016869839627464947
Bottom Up Cosine,14,117,450,96.98275862068965,0.004700183868408203,3.0060999393463135,3.0108001232147217,0.045172690780245,0.04500708203646589,0.0024714771431152633,0.045172690780245,0.04500708203646589,0.0024714771431152633
Bottom Up Linear,364,117,100,21.551724137931032,0.0050160884857177734,8.182436227798462,8.18745231628418,0.02401642277933936,0.021917782585236998,0.0012658899351486712,0.02401642277933936,0.021917782585236998,0.0012658899351486712
Bottom Up Clinear,104,117,360,77.58620689655173,0.005259037017822266,3.451878786087036,3.4571378231048584,0.032025827890510894,0.029884414967270477,0.0018918676377134922,0.032025827890510894,0.029884414967270477,0.0018918676377134922
Bottom Up Rank,234,117,230,49.56896551724138,0.00833892822265625,3.9095921516418457,3.917931079864502,0.025226058273176196,0.022952650255114334,0.0012760746091099438,0.025226058273176196,0.022952650255114334,0.0012760746091099438
Bottom Up Mahalanobis,149,117,315,67.88793103448276,0.0030579566955566406,4.28713321685791,4.290191173553467,0.031060918023662436,0.027887530459689544,0.0013652326253436977,0.031060918023662436,0.027887530459689544,0.0013652326253436977
Bottom Up AR,324,117,140,30.17241379310345,0.0058743953704833984,7.2994208335876465,7.30529522895813,0.027596549638410246,0.025019670206553806,0.0014135675111857683,0.027596549638410246,0.025019670206553806,0.0014135675111857683
Bottom Up Mean,209,117,255,54.956896551724135,0.05816149711608887,3.4361519813537598,3.4943134784698486,0.03093263987088461,0.027821621710470056,0.001440371420655014,0.03093263987088461,0.027821621710470056,0.001440371420655014
Bottom Up Median,149,117,315,67.88793103448276,0.05816149711608887,4.276310920715332,4.334472417831421,0.03513043578229461,0.031462577550835105,0.0016506781926212144,0.03513043578229461,0.031462577550835105,0.0016506781926212144
