Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,T_out_MAPE,T_out_MAE,T_out_MSE,Press_mm_hg_MAPE,Press_mm_hg_MAE,Press_mm_hg_MSE,RH_out_MAPE,RH_out_MAE,RH_out_MSE,Windspeed_MAPE,Windspeed_MAE,Windspeed_MSE,Visibility_MAPE,Visibility_MAE,Visibility_MSE,Tdewpoint_MAPE,Tdewpoint_MAE,Tdewpoint_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Fixed Cut 50.0%,7895,3947,7893,49.99366607550038,N/A,31.968981981277466,31.968981981277466,0.415038093213768,0.3037735028519328,0.12431205968884519,0.008908394032933514,0.008778651280152977,0.00010369086760470405,0.23674741185311327,0.12633514094301604,0.024276774285065625,239474695540.06848,0.08572680182188562,0.010695763501008357,0.20389289555811838,0.07251420254258571,0.011166855217552174,1270159084249.3218,0.3628497613597498,0.18473100310660082,251605629965.04892,0.159996343466554,0.059214357777779496
Fixed Cut 55.0%,7105,3947,8683,54.99746643020015,N/A,39.10172080993652,39.10172080993652,0.3706355854934039,0.26696807668966,0.101407127699941,0.006795274645542055,0.006689284097699024,6.323986636626316e-05,0.23441511777264165,0.1269283101418602,0.023928811558573813,263614240809.2002,0.09115565085414025,0.011829239910123952,0.21335641786011872,0.07468225881907112,0.012031241276275197,1426339626526.866,0.3448268209970827,0.16640412487192177,281658977889.47955,0.15187506693325237,0.05261063086386688
Fixed Cut 60.0%,6316,3947,9472,59.994932860400304,N/A,18.732069969177246,18.732069969177246,0.35497560392259564,0.25107763631951324,0.09174241881056626,0.007386046250475946,0.007281288720675686,7.742249056271806e-05,0.23598242163061342,0.12589991963919742,0.024217938477152555,245174318434.3792,0.08300710542527526,0.010049659126089858,0.22001777902849012,0.08210564238199954,0.012247536847488975,1726253463855.4805,0.3134181994359456,0.13479982169689408,328571297048.4288,0.14379829865376778,0.045522466241459114
Fixed Cut 65.0%,5526,3947,10262,64.99873321510007,N/A,21.815385103225708,21.815385103225708,0.3429349596670021,0.24247791849478992,0.08654985277673247,0.005212573627708682,0.005131709361421826,4.1647378815889155e-05,0.2499316774556068,0.13152003542764032,0.02711022304510702,264966717648.4685,0.0900720990561689,0.011605208592929935,0.2247844087265984,0.07479821486961555,0.013685577819267674,1752453499800.689,0.30261764071721053,0.1258065768802633,336236702908.3059,0.14110293632114154,0.04413318108218597
Fixed Cut 70.0%,4737,3947,11051,69.99619964530022,N/A,23.81206512451172,23.81206512451172,0.3227785658372649,0.21799751076565566,0.07290075344388285,0.00982216118293159,0.009632662490090824,0.00014546665797959458,0.22112370652975316,0.12270722512790233,0.021422880696574855,359610219164.97833,0.1301646227324179,0.02268371494553585,0.21523710699261542,0.07958817587294582,0.01228196946412838,1711656281515.635,0.3069358450924897,0.1304044021387221,345211083446.8768,0.1445043403469172,0.04330653122447056
Fixed Cut 75.0%,3947,3947,11841,75.0,N/A,17.884566068649292,17.884566068649292,0.3291773302353804,0.23080071087426496,0.08022759530894047,0.007578764815675256,0.007470812609710886,8.82439558824769e-05,0.24087757579473804,0.12710653525773025,0.025261973436115904,287532200848.75507,0.11419521524967262,0.02129453548906804,0.2165889790078243,0.08003466224900742,0.01196598292210919,1836746761386.0,0.302679878699325,0.12514247070355258,354046493705.8985,0.14371463582328525,0.04399680030261138
Fixed Cut 80.0%,3158,3947,12630,79.99746643020015,N/A,19.526429891586304,19.526429891586304,0.35382638572069547,0.2646034038984254,0.10194995487594816,0.007184665770735362,0.007073724496714926,8.094534089001525e-05,0.23298448643908656,0.12508638221478396,0.023719490785556466,362346667363.4558,0.1243856985754425,0.022278016513990598,0.22782857610910676,0.09003679683577692,0.01347053628824025,1564421408691.082,0.33707348100311463,0.1584288833686028,321128012675.88153,0.15804324783737653,0.053321304528871405
Fixed Cut 85.0%,2369,3947,13419,84.99493286040031,N/A,15.896642923355103,15.896642923355103,0.35766071205978456,0.26694109215906975,0.10204733647983692,0.006711291384331404,0.006592514408545513,9.369129865340701e-05,0.21024576090725725,0.12155330330390486,0.020224416085123514,397978375767.71,0.1343594596420169,0.025907800282091952,0.22041701202051273,0.0825067521743964,0.012624576535247936,1243776346039.0676,0.47969081256748725,0.3246755636198123,273625786967.95157,0.18194065570923754,0.080928897383461
Fixed Cut 90.0%,1579,3947,14209,89.99873321510007,N/A,12.263024091720581,12.263024091720581,0.36105171343466025,0.27462060241803604,0.10715253406357914,0.009843759150305081,0.00967035295927398,0.00016144043482234764,0.2125870962598502,0.12985568696713035,0.02271337886333148,424356211047.26953,0.15084993897478988,0.031905259445950365,0.23616740606727527,0.08505279911194688,0.015975251197292067,1382584238621.1057,0.6449493600279782,0.5909960537943171,301156741611.56305,0.21583312340985994,0.12815065296654884
Window L1,7328,3947,8460,53.58500126678491,0.4959371089935303,20.54340696334839,21.03934407234192,0.3822882315157634,0.27513755261171186,0.10835117579021016,0.007189505714204742,0.007063877861173444,7.92385237550682e-05,0.22739361933746954,0.12473657621107963,0.02258989132825365,259923491626.102,0.09398638927459473,0.012668712137330946,0.20421021710261528,0.07619041416971474,0.011214904451866063,1488041477260.7632,0.33034398671448584,0.15187590621792277,291327494814.6054,0.15124313280712676,0.05112997140822314
Window L2,6268,3947,9520,60.29896123638206,0.2877631187438965,31.46369695663452,31.751460075378418,0.35139960065495146,0.25085820012970256,0.09235530016441343,0.004917784984009792,0.004845391259211358,3.5099199507812876e-05,0.23390999920208716,0.12906829621628305,0.023984088187701758,214751786637.55823,0.08092448064210218,0.010320771101508058,0.2119116749650552,0.08272364829404669,0.011686800017519544,1529535013850.065,0.33153308215294525,0.1524603190006968,290714466748.0621,0.14665884978238183,0.048473729611891274
Window Normal,8178,3947,7610,48.20116544210793,0.7312300205230713,66.62636995315552,67.35759997367859,0.37915840835145215,0.2749570323262126,0.10531968386958926,0.011059422294948768,0.010897917183438481,0.00015654401858288157,0.2173413774241973,0.11967822131452165,0.020565680316825204,222116192842.58243,0.08247501340934765,0.010161857663952351,0.2079514965803568,0.07429066715833227,0.011323958711285326,1267961600922.5898,0.3646068121673721,0.1868809006449513,248346298961.00244,0.154484277259871,0.055734770870864425
Window RBF,10368,3947,5420,34.32987078794021,12.826393842697144,81.40386700630188,94.23026084899902,0.36728922209628806,0.26578823874714547,0.09987880680042409,0.008114902477376788,0.00793771646131432,9.56968818632089e-05,0.2263834372100226,0.12413158806750364,0.022390277518466107,269321473460.58804,0.0936121855383719,0.012433661630406403,0.20694840921789504,0.0754708139251008,0.01111003934504285,1187783345242.7773,0.364032785795266,0.18649299869130329,242850803117.3694,0.1551622214224505,0.055400246811251046
Window Cosine,6268,3947,9520,60.29896123638206,4.282549858093262,24.708895921707153,28.991445779800415,0.3640097798053793,0.26108858581533045,0.09814190179958637,0.011304882507709125,0.011085991130258464,0.00016663973332429978,0.2572583848635972,0.1339237337091863,0.028934306518306738,235039041371.33804,0.08448267726186622,0.01098104681762992,0.21037596797798014,0.0789414073177235,0.011785159925954952,1712671154123.0647,0.30764459068530575,0.13066888696395496,324618365915.8531,0.14619449765327866,0.04677965695979288
Window Linear,1393,3947,14395,91.1768431720294,0.392625093460083,13.614705085754395,14.007330179214478,0.38733330424916235,0.2940856394214084,0.11962225539914613,0.01419461625983414,0.014028372345593447,0.0002759533373356773,0.23585391012593657,0.13619883077568884,0.026239032557789456,485717205953.01917,0.17312885473654588,0.040556466345138195,0.22180398804299892,0.08595780199988408,0.013734441051726796,1680656923326.234,0.6296804337560117,0.5618415306009686,361062354880.0428,0.22217998883918963,0.12704494654868426
Window Clinear,6293,3947,9495,60.14061312389156,0.25624608993530273,32.928220987319946,33.18446707725525,0.32278259676148346,0.22580873135795074,0.07705077358161179,0.0054744411767670646,0.005384278650817436,4.7803830116240974e-05,0.231216196948479,0.12817494659658263,0.023555470214422412,264644537219.47552,0.09209554374751286,0.01196278483577298,0.22030817759154642,0.08205072603815533,0.012303851895910912,1615286488742.0085,0.31822325598191803,0.14026154764759324,313321837660.36194,0.14195624706215607,0.0441970386675713
Window Rank,1423,3947,14365,90.98682543704079,0.40529894828796387,8.592344999313354,8.997643947601318,0.36740216459948377,0.28139296924169555,0.1154302586767189,0.018458790207033816,0.018173369551075583,0.0005480387366379047,0.2341260675963326,0.13668392938492654,0.026376985530504455,440045112623.644,0.14681660608859368,0.031160970465553457,0.23572674693031642,0.09093539461661977,0.01515287384672098,1648645722813.1724,0.6121943271469941,0.5334257088084698,348115139239.628,0.21436609933831852,0.12034913934410096
Window Mahalanobis,1358,3947,14430,91.39853052951608,1.6985762119293213,18.470713138580322,20.169289350509644,0.4172700390689543,0.31920612925437564,0.13920206345848282,0.008748044977162783,0.008641814276901198,0.00012406094980148106,0.23681951205802693,0.13439179383031194,0.026296948341876722,387108306013.6918,0.13499660430790644,0.02587417784617463,0.20974846578710882,0.08736628086269091,0.012931140031805625,1482920740670.5127,0.6416782296074718,0.5833472240394167,311671507780.87604,0.22104680868994397,0.13129593577792661
Window AR,6223,3947,9565,60.583987838864964,0.5476529598236084,29.725779056549072,30.27343201637268,0.34398728230905307,0.24206661060714382,0.08811070529544855,0.009029853572400342,0.008917222257267099,0.00011002734891709424,0.2347766937662419,0.1261577474705371,0.02392355615699647,275700611907.0917,0.09629167191870998,0.013029533370428245,0.21491052096535943,0.08799327993993114,0.012500715637615208,1670803666923.2617,0.31132860123311756,0.13371771323701725,324417379805.17426,0.1454591889044512,0.04523204184107038
Window Mean,5510,3947,10278,65.100076007094,21.924273252487183,12.510593175888062,34.434866428375244,0.35958757070801967,0.25777751198016946,0.09719989256300512,0.022490343100409822,0.02217292774355783,0.0006921817308181747,0.22430230916431884,0.12170219084576234,0.021928982717852295,254754508835.97192,0.09070356745478868,0.01171766826195767,0.22492036727268147,0.08911810051845921,0.013036802838507678,1908930294856.391,0.3298331969202271,0.14959671305364905,360614133948.8544,0.15188458257716086,0.04902870686096491
Window Median,6268,3947,9520,60.29896123638206,21.924273252487183,25.796283960342407,47.72055721282959,0.36028091676213553,0.2595327865782782,0.09662505739848268,0.008308485312906056,0.008161227759972295,9.081928732902415e-05,0.2372066093311328,0.1282895782016849,0.02432740058109065,276108661719.6837,0.09604092749359919,0.0130003204164776,0.21148499196576404,0.07984682233914822,0.011592931217858225,1592581050703.6277,0.32080412662681296,0.1423133219553774,311448285404.0066,0.14877924483324922,0.04799164180943597
Binary Segmentation L1,5023,3947,10765,68.18469723840892,4.515491008758545,23.006747722625732,27.522238731384277,0.3151107234328446,0.21138164269053997,0.06850333431797234,0.007626049064099647,0.007481559212184854,0.00012301806990303057,0.22674031531026695,0.1264698449706265,0.022809317029862837,262091931898.02936,0.09039102613276967,0.011659439966266314,0.2189433147224456,0.0795965639855771,0.01252505504932285,1964894422838.5864,0.291756546867032,0.11607921862039566,371164392456.19586,0.13451286397645507,0.038616563842287205
Binary Segmentation L2,7613,3947,8175,51.77983278439321,1.165827989578247,38.31967782974243,39.48550581932068,0.3710648977785202,0.2671580037509255,0.10039628548716101,0.007582813641607545,0.007427458468509624,0.00012447259019467344,0.22365144982033944,0.12440171685530742,0.02205747112302737,285889174293.406,0.09959546739197984,0.01382637433344886,0.2314305454971307,0.07879662065780549,0.013703402101554294,1235270731640.7998,0.3586651250424709,0.1804969444348594,253526650989.17618,0.15600739869450006,0.05510082501170762
Binary Segmentation Normal,7333,3947,8455,53.55333164428679,2.1556448936462402,48.89430499076843,51.04994988441467,0.32908333498557063,0.23209478673975997,0.07881122056792628,0.006761874983277867,0.006649654230294746,7.82433812032489e-05,0.21561790996199814,0.11722426955844023,0.020296022197286143,271051986686.0102,0.09758632199830647,0.012980316318058984,0.21442312227028695,0.07533293389172346,0.01190054180662976,1485487288701.3013,0.32356792613430196,0.1457692509801676,292756545898.00085,0.14207598209213776,0.044972599208545266
Binary Segmentation RBF,5158,3947,10630,67.32961743096023,674.1664299964905,27.817432641983032,701.9838626384735,0.31663669233310926,0.2174512112385376,0.0721152582604174,0.00738352455598828,0.007259228098583844,0.000101514649393073,0.22070171095612987,0.12287933139205495,0.0214929374057106,310191810104.6994,0.11048936017693826,0.016454601480439614,0.2163364647688642,0.0903235732640443,0.013183436965374353,1756715304218.182,0.3061182378589424,0.12880717495080715,344484519053.9181,0.14242015700485025,0.04202582061869035
Binary Segmentation Cosine,7613,3947,8175,51.77983278439321,689.2392499446869,64.13944697380066,753.3786969184875,0.338597735653413,0.24072802201947952,0.08582307429099696,0.007913195237343068,0.007769915564957072,0.00011438553506855616,0.2274280195166323,0.12608903488094655,0.022722600498786893,289259666766.8331,0.10164599010624084,0.014491272676126297,0.21250173661746283,0.08013586999752972,0.011810818061101451,1372212327055.5774,0.3438182714269542,0.1660673794662217,276911998970.529,0.15003118399935117,0.050171588421383605
Binary Segmentation Linear,3868,3947,11920,75.50038003546997,3.965924024581909,24.3018000125885,28.26772403717041,0.329514097043775,0.22636381023855243,0.07831317696247865,0.011240233616028807,0.011039121382266025,0.00021035182830937858,0.23118975384361484,0.12731016672513085,0.023459210691614378,375431840351.47363,0.12939659051313743,0.02397075197522935,0.22487441868632682,0.0923667236441988,0.013605028161024603,1875934490523.3494,0.30411850859407796,0.1270687974746836,375227721812.5818,0.14843248684956104,0.04443788618222328
Binary Segmentation Clinear,15528,3947,260,1.6468203699011907,2.832345724105835,115.55047702789307,118.3828227519989,0.39837949402057016,0.2916421478920242,0.11504999814643722,0.009128828965088775,0.008901782613786184,0.0001320945566165489,0.23447978881773407,0.12479365981310934,0.023856739173384902,325885376275.14624,0.1342159796895543,0.02303752144158494,0.20385435610200298,0.07269508514593219,0.011181997809603758,1064551774095.5907,0.367340358868434,0.19017494083192307,231739525061.9268,0.16659816900380683,0.060572215326591884
Binary Segmentation Rank,5893,3947,9895,62.67418292373955,2.21097993850708,40.31810998916626,42.52908992767334,0.3259048721756747,0.22505781202369743,0.07695407717636504,0.009191193857718768,0.009070253716261403,0.00011034575523999764,0.2305365003539139,0.1272959655315146,0.023378972960922787,298911119904.1994,0.10094844514625073,0.01444371840840434,0.22108548489245203,0.07541355935574606,0.012646977304218246,1758148798582.5496,0.3247417466635941,0.14619095178614774,342843319747.9101,0.1437546304061774,0.045620840565216425
Binary Segmentation Mahalanobis,6023,3947,9765,61.85077273878895,851.6517882347107,87.94250226020813,939.5942904949188,0.34416078402269384,0.23994384959895063,0.08580728073657536,0.005117463842305802,0.005019730574436052,3.958129951334497e-05,0.2358410644986452,0.1275519668132755,0.024175634035652253,260123524389.1451,0.08834189193153821,0.011215874672502311,0.20156392275550586,0.08098928228678995,0.011126877380794044,1747503718870.7815,0.3134960823912064,0.13472019300084787,334604540543.43427,0.14255713393269942,0.04451424018764758
Binary Segmentation AR,9633,3947,6155,38.985305295160884,8.534652948379517,74.81836223602295,83.35301518440247,0.383337941815385,0.2787289178340697,0.10653587033771823,0.006672141526673028,0.006539339461252015,7.087873237265846e-05,0.22290484499366578,0.12275075424202325,0.02188428571614009,255635027522.89752,0.08980680241785682,0.011477074321956954,0.20545453654150353,0.07739697821774427,0.011204895492372748,1059202285144.9264,0.38726005203773806,0.2124664792871869,219139552111.43326,0.16041380736844746,0.0606065806479579
Binary Segmentation Mean,7369,3947,8419,53.325310362300485,2240.4383347034454,56.00467872619629,2296.4430134296417,0.37568052316446915,0.27275416882610043,0.10584383352278562,0.006970168015691706,0.006833479801784767,7.769273308593157e-05,0.24132670742444984,0.12719673991803052,0.025297989655770507,259605924718.707,0.09331678087593748,0.012286559696699806,0.2082462134406619,0.07928386223307139,0.011489061991502436,1578048661954.9507,0.31467389087077086,0.13694205957384495,306275764445.7312,0.14900982042094926,0.048656199528948264
Binary Segmentation Median,6678,3947,9110,57.70205219153788,2240.4383347034454,100.99685883522034,2341.4351935386658,0.35384183154468485,0.2539922416286237,0.09321681969386383,0.004988042821135565,0.004893081058640253,3.8259185353732316e-05,0.23803148245630473,0.1281209622436326,0.024638298052183417,260055802658.82227,0.09030311031039336,0.011586045656769687,0.2019277810095021,0.07685707416940998,0.01081237401699805,1519514717321.65,0.31826725176031,0.14094868649841036,296595086663.5301,0.14540562019516834,0.04687341385059642
Bottom Up L1,5543,3947,10245,64.89105649860653,0.6135790348052979,47.944222927093506,48.557801961898804,0.34323020986937264,0.2398670909516044,0.08628291109536033,0.010246541933584433,0.01011716844168515,0.00013841283655492077,0.23205205476053312,0.1269327669700381,0.023645218055999576,263398903411.75424,0.09129023301932084,0.011857427721709144,0.2179517512469676,0.07734639212548358,0.01228994225284055,1713774211386.911,0.31980010074558135,0.14075836265701544,329528852466.5632,0.1442256253756189,0.04582871243657997
Bottom Up L2,7618,3947,8170,51.748163161895114,0.35445094108581543,35.43232798576355,35.786778926849365,0.3671847466962616,0.26240189650952667,0.10003682295394137,0.005462246702848422,0.005370148530774037,4.495403539005231e-05,0.22129806278530037,0.12576366379562215,0.022090805807280622,301513316326.862,0.10945380848377141,0.016160508531734657,0.21934300117652833,0.0883597404254364,0.012409910385454623,1173509415848.0596,0.3723215626917461,0.19510518850289,245837122029.29956,0.16061180340614614,0.057641365036115146
Bottom Up Normal,5743,3947,10045,63.62427159868255,0.7046089172363281,25.084345817565918,25.788954734802246,0.34704827503046326,0.2413896582712887,0.08750460477541214,0.007725752014610584,0.00758870826947407,0.00010183844199676931,0.2196573815246094,0.12451473798354759,0.021499205853472605,272115514071.02753,0.09586896908199566,0.012925853068835114,0.21312256793256032,0.07197065122885953,0.012588576669514975,1734804481435.0425,0.3311785796064538,0.15214520523660596,334486665917.79987,0.14541855074027007,0.047794214007639536
Bottom Up RBF,6033,3947,9755,61.787433493792754,13.761972904205322,41.55386686325073,55.315839767456055,0.36213107242527154,0.25517170994693816,0.09497597974870989,0.004799637691461952,0.004731782732468613,3.447926829393052e-05,0.22806060082632368,0.12431001343567677,0.022576875219899675,229276514557.04297,0.08314653451216486,0.010499252700807224,0.20531191526819906,0.07874637777490474,0.01107933506883237,1565411596404.398,0.33982841684016046,0.16093361260313133,299114685160.3676,0.14765580587371893,0.05001658910161246
Bottom Up Cosine,9198,3947,6590,41.74056245249557,5.970888137817383,36.638731718063354,42.60961985588074,0.3579954093048268,0.2611190675635325,0.09762477967663584,0.008260323093920854,0.008086849488632456,0.00012634313116453874,0.21519809251965274,0.12353565292116786,0.021085101623494324,246010693720.90195,0.08313634526617769,0.01009623433409549,0.21166405774965555,0.07480936132513807,0.011774192252857104,1229417602752.8735,0.3606860213615959,0.184147177848136,245904716079.0978,0.1518955496543743,0.054142304811063864
Bottom Up Linear,1408,3947,14380,91.08183430453509,0.52236008644104,18.211162328720093,18.733522415161133,0.3605954568371121,0.2726703292134834,0.1063598762327071,0.01914129739895246,0.01883893603918846,0.00047735837049095047,0.23206717839525431,0.13230897199186278,0.02525947140003761,395430486112.2866,0.13462176575882334,0.025910488267568515,0.2104440817508918,0.0795035389669908,0.012134793845868285,1824536182710.0522,0.5740223501067979,0.46320445931383764,369994444803.8642,0.20199431534619172,0.10555774123841836
Bottom Up Clinear,13178,3947,2610,16.531542944008105,0.2878289222717285,67.56054973602295,67.84837865829468,0.3754926855403631,0.2721582911360435,0.103141423977327,0.018362834424081043,0.017925782021589152,0.000391073654725384,0.22852336749506547,0.12477218370916322,0.022778098763991093,275980998256.79443,0.10096934770531443,0.01371709038397165,0.22621608105384033,0.07840661743785735,0.013144737292063733,1267197475767.671,0.35456944139699165,0.17716014329440352,257196412337.55283,0.15813361056782663,0.0550554278944137
Bottom Up Rank,7283,3947,8505,53.8700278692678,0.5445740222930908,45.69102907180786,46.23560309410095,0.3552383885433755,0.2569568865073714,0.09469991569416512,0.007634145541588661,0.00748596615615021,0.0001258489250321753,0.2416824031047252,0.1303184211430687,0.025449232381460688,269207939971.4648,0.0919696278620425,0.01204627990248344,0.2312724313114688,0.07904065269236943,0.013437122297199053,1513123951438.8098,0.3243629670956006,0.14698095470336692,297055315235.17236,0.14835575357610084,0.048789892317284665
Bottom Up Mahalanobis,12078,3947,3710,23.49885989359007,3.0114080905914307,65.60662984848022,68.61803793907166,0.38572016281004246,0.28183293787250807,0.10945713839094767,0.010427796162847525,0.010166207509892862,0.00015205433357424653,0.2306064837269721,0.1235983382674068,0.02309369991971828,251214507748.03674,0.09101083908950774,0.011484443584233488,0.20853648767523192,0.08215915423185101,0.011484063774967175,1279985306437.376,0.3497119835234601,0.17177534128684765,255199969031.04004,0.15641324341577093,0.05457445688171489
Bottom Up AR,7373,3947,8415,53.299974664302,0.4889657497406006,71.03275990486145,71.52172565460205,0.3436727002596577,0.2447088817222099,0.08776012214023986,0.006602444426839989,0.006458691687657813,7.042359425252231e-05,0.22873691190791826,0.12511049061512894,0.02283172673631503,275453150099.1116,0.09656819101352525,0.013102503366075024,0.20671397832961894,0.08228599709703006,0.011600498025478651,1327830504632.3098,0.3115098415999705,0.13642623273412055,267213942455.34842,0.14444034895592042,0.04529858443274692
Bottom Up Mean,7546,3947,8242,52.204205725867745,26.260636806488037,32.38983774185181,58.650474548339844,0.3892858705199483,0.28120231016618663,0.11077472833389393,0.009718669778639942,0.009519244825007614,0.00012066269085695491,0.2365014160909109,0.1318719225296328,0.02474148543921942,274074609416.31894,0.08931588524648133,0.01160816083606736,0.21306430406657634,0.0764832857647795,0.011971177821191436,1205900525394.3547,0.3744691307452728,0.19700834806499493,246662522468.5991,0.16047696321289354,0.059370760531037264
Bottom Up Median,7328,3947,8460,53.58500126678491,26.260636806488037,45.201735734939575,71.46237254142761,0.3680925830592679,0.2667625227026038,0.09956016344852289,0.005453879866412255,0.005368258525731131,4.211980428097881e-05,0.23298791453772957,0.12558825371604926,0.02362593100043092,258547385384.65433,0.08961013088057522,0.0115207168357662,0.21049079775258644,0.08010610353059051,0.011959693390481387,1518872671736.4568,0.3375121588125169,0.1592451217734885,296236676186.9816,0.15082457136134456,0.05099229104216194
